age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,date
31,Technician,Single,Unknown,No,694,Yes,No,Unknown,6,Jun,431,2,-1,0,Unknown,No,2023-06-06
31,Admin.,Married,Secondary,No,212,Yes,No,Cellular,18,Jul,191,3,-1,0,Unknown,No,2023-07-18
30,Management,Married,Tertiary,No,1882,Yes,No,Cellular,11,Aug,249,5,-1,0,Unknown,No,2023-08-11
48,Blue-Collar,Married,Unknown,No,131,Yes,No,Unknown,6,May,189,1,-1,0,Unknown,No,2023-05-06
30,Technician,Single,Secondary,No,175,No,No,Cellular,25,Aug,167,4,-1,0,Unknown,No,2023-08-25
43,Technician,Single,Tertiary,Yes,0,No,No,Cellular,29,Aug,73,4,-1,0,Unknown,No,2023-08-29
38,Management,Divorced,Tertiary,No,4425,Yes,No,Unknown,30,May,162,1,-1,0,Unknown,No,2023-05-30
46,Unemployed,Married,Secondary,No,3533,Yes,No,Cellular,12,Aug,235,2,-1,0,Unknown,No,2023-08-12
59,Blue-Collar,Divorced,Secondary,No,3573,No,No,Cellular,15,May,44,1,-1,0,Unknown,No,2023-05-15
44,Management,Divorced,Tertiary,No,476,Yes,Yes,Unknown,26,May,127,2,-1,0,Unknown,No,2023-05-26
35,Blue-Collar,Married,Secondary,No,1257,Yes,No,Cellular,20,Apr,93,3,329,7,Failure,No,2023-04-20
55,Blue-Collar,Married,Unknown,No,23,No,No,Cellular,30,Jan,143,1,2,3,Other,No,2023-01-30
39,Management,Single,Tertiary,No,0,Yes,No,Cellular,16,Apr,81,2,-1,0,Unknown,No,2023-04-16
36,Services,Single,Secondary,No,398,Yes,Yes,Unknown,17,Jun,77,2,-1,0,Unknown,No,2023-06-17
33,Blue-Collar,Married,Secondary,No,745,Yes,No,Unknown,23,May,115,4,-1,0,Unknown,No,2023-05-23
48,Management,Single,Tertiary,No,8106,No,No,Unknown,17,Nov,125,1,111,3,Failure,No,2023-11-17
33,Management,Single,Tertiary,No,0,No,No,Cellular,19,Aug,53,4,-1,0,Unknown,No,2023-08-19
67,Retired,Married,Unknown,No,696,No,No,Telephone,4,May,77,2,-1,0,Unknown,No,2023-05-04
48,Unemployed,Divorced,Secondary,No,1266,Yes,No,Telephone,3,Feb,45,1,-1,0,Unknown,No,2023-02-03
57,Management,Married,Tertiary,No,2416,No,No,Cellular,11,Aug,74,2,-1,0,Unknown,No,2023-08-11
31,Housemaid,Married,Primary,No,25,No,No,Cellular,21,Aug,169,5,-1,0,Unknown,No,2023-08-21
30,Student,Single,Tertiary,No,7513,No,No,Cellular,11,Aug,269,2,-1,0,Unknown,No,2023-08-11
56,Entrepreneur,Divorced,Primary,No,29,No,No,Cellular,29,Jan,52,2,227,1,Failure,No,2023-01-29
26,Blue-Collar,Married,Primary,No,5116,Yes,No,Cellular,22,Jul,246,3,-1,0,Unknown,No,2023-07-22
44,Management,Married,Secondary,No,-1746,Yes,No,Unknown,20,Jun,218,1,-1,0,Unknown,No,2023-06-20
44,Technician,Divorced,Secondary,No,14,No,No,Cellular,13,Nov,167,1,92,1,Success,Yes,2023-11-13
31,Management,Married,Tertiary,No,4148,Yes,No,Cellular,21,Nov,316,3,99,9,Other,Yes,2023-11-21
47,Self-Employed,Married,Unknown,No,14,Yes,No,Cellular,15,May,142,1,-1,0,Unknown,No,2023-05-15
30,Admin.,Single,Secondary,No,105,Yes,No,Cellular,21,Nov,75,1,-1,0,Unknown,No,2023-11-21
37,Management,Married,Tertiary,No,767,No,Yes,Cellular,2,Feb,204,1,-1,0,Unknown,No,2023-02-02
56,Admin.,Divorced,Primary,No,0,No,Yes,Cellular,10,Jul,542,1,-1,0,Unknown,No,2023-07-10
43,Management,Single,Secondary,No,-228,Yes,Yes,Unknown,16,May,122,2,-1,0,Unknown,No,2023-05-16
42,Services,Married,Secondary,No,508,Yes,No,Unknown,30,May,70,1,-1,0,Unknown,No,2023-05-30
60,Management,Married,Secondary,No,725,Yes,No,Cellular,8,Jul,266,1,-1,0,Unknown,No,2023-07-08
34,Blue-Collar,Married,Unknown,No,41,Yes,No,Cellular,6,May,34,9,-1,0,Unknown,No,2023-05-06
34,Management,Single,Tertiary,No,184,No,No,Cellular,22,Jul,203,4,-1,0,Unknown,No,2023-07-22
41,Management,Married,Tertiary,No,251,No,Yes,Unknown,6,Jun,85,3,-1,0,Unknown,No,2023-06-06
38,Management,Divorced,Secondary,No,-17,No,No,Cellular,21,Nov,11,4,-1,0,Unknown,No,2023-11-21
23,Services,Married,Secondary,No,-19,Yes,No,Unknown,20,Jun,13,10,-1,0,Unknown,No,2023-06-20
33,Management,Married,Tertiary,No,1064,Yes,No,Cellular,13,May,562,1,-1,0,Unknown,Yes,2023-05-13
36,Blue-Collar,Married,Secondary,No,777,Yes,No,Cellular,6,May,185,3,-1,0,Unknown,No,2023-05-06
49,Unemployed,Married,Tertiary,No,377,No,No,Cellular,22,May,158,1,59,2,Failure,No,2023-05-22
34,Admin.,Divorced,Secondary,No,479,Yes,No,Cellular,12,May,515,1,350,5,Failure,Yes,2023-05-12
40,Technician,Divorced,Secondary,No,-375,Yes,No,Cellular,13,May,60,5,-1,0,Unknown,No,2023-05-13
72,Retired,Married,Primary,No,796,No,No,Cellular,24,Apr,173,2,-1,0,Unknown,No,2023-04-24
43,Technician,Married,Secondary,No,17,Yes,No,Unknown,16,May,353,4,-1,0,Unknown,No,2023-05-16
44,Blue-Collar,Married,Secondary,No,1071,Yes,No,Cellular,11,May,143,3,357,1,Failure,No,2023-05-11
35,Admin.,Married,Secondary,No,0,Yes,No,Cellular,20,Apr,18,5,-1,0,Unknown,No,2023-04-20
46,Admin.,Divorced,Secondary,No,7378,No,No,Cellular,18,Nov,466,1,-1,0,Unknown,No,2023-11-18
55,Admin.,Married,Secondary,No,865,Yes,No,Cellular,17,Apr,85,1,151,1,Failure,No,2023-04-17
50,Technician,Divorced,Secondary,No,-701,Yes,Yes,Cellular,24,Jul,148,1,-1,0,Unknown,No,2023-07-24
23,Blue-Collar,Single,Unknown,No,817,Yes,No,Cellular,18,May,123,1,-1,0,Unknown,No,2023-05-18
34,Student,Married,Unknown,No,1387,No,No,Cellular,30,Apr,121,1,-1,0,Unknown,No,2023-04-30
40,Blue-Collar,Married,Secondary,No,0,Yes,Yes,Unknown,29,May,245,3,-1,0,Unknown,No,2023-05-29
61,Retired,Married,Secondary,No,2917,No,No,Cellular,6,Oct,215,1,-1,0,Unknown,Yes,2023-10-06
53,Technician,Married,Secondary,No,4541,Yes,No,Unknown,15,May,190,6,-1,0,Unknown,No,2023-05-15
57,Technician,Married,Secondary,No,0,No,No,Unknown,13,May,44,1,-1,0,Unknown,No,2023-05-13
28,Blue-Collar,Married,Secondary,No,4287,No,No,Cellular,30,Apr,171,1,-1,0,Unknown,No,2023-04-30
25,Admin.,Married,Secondary,No,242,Yes,No,Cellular,30,Jul,62,12,-1,0,Unknown,No,2023-07-30
38,Blue-Collar,Married,Secondary,No,171,Yes,Yes,Unknown,20,May,172,1,-1,0,Unknown,No,2023-05-20
27,Services,Single,Secondary,No,259,Yes,No,Unknown,23,May,78,10,-1,0,Unknown,No,2023-05-23
45,Blue-Collar,Married,Secondary,No,827,Yes,No,Unknown,15,May,319,5,-1,0,Unknown,No,2023-05-15
31,Services,Single,Secondary,No,469,No,Yes,Cellular,2,Feb,111,1,-1,0,Unknown,No,2023-02-02
39,Blue-Collar,Married,Primary,No,2226,Yes,No,Unknown,6,May,158,1,-1,0,Unknown,No,2023-05-06
42,Technician,Married,Secondary,No,0,No,No,Cellular,29,Aug,82,12,-1,0,Unknown,No,2023-08-29
46,Management,Married,Tertiary,No,477,Yes,No,Unknown,20,May,128,6,-1,0,Unknown,No,2023-05-20
36,Services,Married,Secondary,No,42,Yes,No,Unknown,8,May,102,4,-1,0,Unknown,No,2023-05-08
30,Management,Single,Tertiary,No,775,Yes,No,Unknown,16,Jun,124,2,-1,0,Unknown,No,2023-06-16
32,Blue-Collar,Married,Secondary,No,9,Yes,No,Cellular,17,Apr,334,2,-1,0,Unknown,No,2023-04-17
52,Technician,Married,Tertiary,No,2557,No,No,Cellular,28,Jan,134,5,204,2,Success,Yes,2023-01-28
31,Management,Married,Tertiary,No,2395,No,No,Cellular,27,Apr,218,1,-1,0,Unknown,No,2023-04-27
60,Management,Married,Primary,No,4895,No,No,Unknown,9,Jun,313,1,-1,0,Unknown,No,2023-06-09
35,Blue-Collar,Single,Secondary,No,376,Yes,Yes,Unknown,6,May,207,3,-1,0,Unknown,No,2023-05-06
38,Management,Married,Tertiary,No,389,Yes,No,Unknown,6,May,262,1,-1,0,Unknown,No,2023-05-06
46,Management,Divorced,Tertiary,No,134,No,No,Cellular,19,Aug,134,2,-1,0,Unknown,No,2023-08-19
45,Entrepreneur,Divorced,Tertiary,No,1273,Yes,Yes,Unknown,11,Jun,197,3,-1,0,Unknown,No,2023-06-11
59,Services,Married,Secondary,No,0,Yes,No,Cellular,12,May,214,3,-1,0,Unknown,No,2023-05-12
34,Management,Married,Tertiary,No,2892,Yes,Yes,Cellular,30,Jul,1165,7,-1,0,Unknown,No,2023-07-30
33,Technician,Divorced,Secondary,No,0,Yes,No,Cellular,7,May,177,2,-1,0,Unknown,No,2023-05-07
46,Management,Single,Secondary,No,295,Yes,No,Unknown,23,May,141,6,-1,0,Unknown,No,2023-05-23
48,Admin.,Married,Secondary,No,292,Yes,Yes,Cellular,29,Jul,164,6,-1,0,Unknown,No,2023-07-29
31,Services,Single,Secondary,No,85,No,No,Cellular,16,Jul,151,1,-1,0,Unknown,No,2023-07-16
32,Technician,Married,Secondary,No,4,No,No,Cellular,4,Feb,145,2,260,4,Failure,No,2023-02-04
35,Blue-Collar,Divorced,Primary,No,-587,Yes,No,Unknown,26,May,111,1,-1,0,Unknown,No,2023-05-26
36,Blue-Collar,Single,Primary,No,367,No,No,Cellular,2,Feb,217,1,221,1,Failure,No,2023-02-02
52,Management,Married,Tertiary,No,-1224,Yes,No,Cellular,7,May,253,4,-1,0,Unknown,No,2023-05-07
45,Management,Divorced,Tertiary,No,959,No,No,Unknown,18,Jun,74,1,-1,0,Unknown,No,2023-06-18
34,Management,Married,Tertiary,No,0,No,No,Cellular,20,Aug,263,2,-1,0,Unknown,No,2023-08-20
25,Blue-Collar,Married,Primary,Yes,-589,Yes,No,Unknown,3,Jun,233,1,-1,0,Unknown,No,2023-06-03
26,Management,Single,Tertiary,No,-8,No,No,Cellular,13,Aug,402,2,-1,0,Unknown,No,2023-08-13
57,Management,Married,Unknown,No,0,No,No,Cellular,30,Sep,585,1,-1,0,Unknown,No,2023-09-30
48,Management,Married,Primary,No,247,Yes,Yes,Unknown,14,May,145,1,-1,0,Unknown,No,2023-05-14
48,Technician,Married,Unknown,No,5543,No,No,Unknown,16,Jun,143,5,-1,0,Unknown,No,2023-06-16
32,Blue-Collar,Married,Primary,No,642,No,Yes,Cellular,8,Jul,524,1,-1,0,Unknown,No,2023-07-08
58,Retired,Married,Secondary,No,11,No,No,Cellular,11,Aug,270,1,-1,0,Unknown,No,2023-08-11
57,Management,Married,Primary,No,-226,Yes,No,Unknown,4,Jun,272,1,-1,0,Unknown,No,2023-06-04
31,Entrepreneur,Married,Tertiary,No,5191,No,No,Cellular,20,Nov,187,2,-1,0,Unknown,No,2023-11-20
33,Blue-Collar,Single,Secondary,No,-320,No,No,Cellular,18,May,268,2,-1,0,Unknown,No,2023-05-18
53,Entrepreneur,Married,Tertiary,No,2289,Yes,Yes,Cellular,17,Nov,183,1,-1,0,Unknown,No,2023-11-17
36,Admin.,Married,Secondary,No,725,Yes,No,Cellular,27,Feb,123,3,99,8,Failure,No,2023-02-27
32,Technician,Single,Tertiary,No,705,Yes,No,Cellular,20,Apr,20,4,-1,0,Unknown,No,2023-04-20
45,Blue-Collar,Married,Secondary,No,776,Yes,No,Cellular,6,Feb,232,4,253,1,Failure,No,2023-02-06
35,Unemployed,Married,Tertiary,No,816,Yes,No,Cellular,19,Nov,547,7,-1,0,Unknown,No,2023-11-19
41,Services,Married,Secondary,No,171,No,No,Cellular,21,Jul,71,9,-1,0,Unknown,No,2023-07-21
54,Services,Married,Secondary,No,812,No,No,Cellular,31,Jul,113,6,-1,0,Unknown,No,2023-07-31
49,Services,Married,Secondary,No,823,No,No,Cellular,8,Aug,780,4,-1,0,Unknown,Yes,2023-08-08
28,Technician,Single,Secondary,No,1453,Yes,No,Cellular,12,May,246,1,343,1,Other,No,2023-05-12
24,Blue-Collar,Single,Unknown,No,431,Yes,No,Unknown,3,Jun,108,12,-1,0,Unknown,No,2023-06-03
30,Admin.,Single,Secondary,No,1009,Yes,No,Cellular,29,Jan,253,1,-1,0,Unknown,No,2023-01-29
32,Self-Employed,Married,Primary,No,286,Yes,No,Cellular,6,Aug,175,1,-1,0,Unknown,No,2023-08-06
53,Entrepreneur,Married,Tertiary,No,22370,Yes,No,Unknown,15,May,106,1,-1,0,Unknown,No,2023-05-15
42,Blue-Collar,Married,Primary,No,2111,Yes,No,Cellular,7,May,86,2,-1,0,Unknown,No,2023-05-07
48,Blue-Collar,Married,Primary,No,5366,Yes,No,Unknown,21,May,248,3,-1,0,Unknown,No,2023-05-21
33,Technician,Married,Secondary,No,181,Yes,Yes,Telephone,28,Jul,265,2,-1,0,Unknown,No,2023-07-28
31,Blue-Collar,Divorced,Secondary,No,-452,Yes,No,Unknown,26,May,182,5,-1,0,Unknown,No,2023-05-26
56,Unemployed,Divorced,Primary,No,1770,No,No,Cellular,5,Feb,916,3,-1,0,Unknown,No,2023-02-05
58,Retired,Married,Primary,No,0,No,No,Cellular,4,Aug,506,1,-1,0,Unknown,No,2023-08-04
37,Admin.,Single,Secondary,No,-296,Yes,No,Cellular,20,Apr,81,1,-1,0,Unknown,No,2023-04-20
59,Management,Married,Primary,No,2358,Yes,No,Cellular,17,Apr,30,1,-1,0,Unknown,No,2023-04-17
50,Management,Single,Tertiary,No,1200,No,No,Cellular,14,Aug,904,3,-1,0,Unknown,Yes,2023-08-14
39,Housemaid,Single,Primary,No,109,Yes,No,Unknown,6,May,699,3,-1,0,Unknown,No,2023-05-06
30,Technician,Married,Secondary,No,616,Yes,No,Cellular,6,May,19,1,-1,0,Unknown,No,2023-05-06
47,Services,Divorced,Secondary,No,4906,Yes,No,Unknown,14,May,389,1,-1,0,Unknown,No,2023-05-14
44,Self-Employed,Married,Secondary,No,313,No,No,Cellular,6,Aug,211,4,-1,0,Unknown,No,2023-08-06
38,Blue-Collar,Married,Primary,No,290,Yes,No,Cellular,16,Apr,283,1,-1,0,Unknown,No,2023-04-16
50,Management,Married,Tertiary,No,1240,No,No,Cellular,12,Aug,474,2,-1,0,Unknown,No,2023-08-12
27,Admin.,Single,Tertiary,No,3672,Yes,No,Cellular,15,May,157,2,351,5,Failure,No,2023-05-15
73,Retired,Married,Secondary,No,19,No,No,Cellular,5,Nov,509,2,-1,0,Unknown,No,2023-11-05
46,Blue-Collar,Married,Primary,No,143,Yes,No,Unknown,7,May,279,1,-1,0,Unknown,No,2023-05-07
56,Retired,Divorced,Secondary,No,212,No,Yes,Telephone,17,Jul,27,1,-1,0,Unknown,No,2023-07-17
36,Management,Married,Tertiary,No,9,No,No,Cellular,11,Aug,386,4,-1,0,Unknown,Yes,2023-08-11
33,Blue-Collar,Married,Primary,No,3074,No,No,Cellular,18,Nov,679,1,-1,0,Unknown,No,2023-11-18
40,Management,Married,Tertiary,No,1734,Yes,No,Unknown,2,Jun,169,1,-1,0,Unknown,No,2023-06-02
52,Management,Married,Tertiary,No,575,No,No,Unknown,3,Jun,315,1,-1,0,Unknown,No,2023-06-03
51,Blue-Collar,Married,Secondary,No,397,Yes,No,Cellular,20,Aug,293,2,-1,0,Unknown,No,2023-08-20
33,Blue-Collar,Married,Secondary,No,640,Yes,No,Cellular,3,Feb,439,3,-1,0,Unknown,No,2023-02-03
54,Services,Married,Secondary,No,158,Yes,No,Unknown,19,May,198,1,-1,0,Unknown,No,2023-05-19
44,Management,Married,Secondary,No,2984,Yes,No,Unknown,15,May,770,2,-1,0,Unknown,No,2023-05-15
50,Entrepreneur,Married,Secondary,No,1011,Yes,No,Telephone,30,Jul,340,2,-1,0,Unknown,No,2023-07-30
45,Blue-Collar,Single,Secondary,No,0,Yes,No,Cellular,26,Apr,1472,1,192,4,Failure,Yes,2023-04-26
36,Management,Married,Tertiary,No,1133,Yes,No,Cellular,4,Aug,293,1,181,2,Other,Yes,2023-08-04
42,Technician,Married,Secondary,No,4945,Yes,No,Cellular,2,Mar,311,2,-1,0,Unknown,Yes,2023-03-02
37,Technician,Married,Secondary,No,712,Yes,No,Cellular,18,Nov,291,2,-1,0,Unknown,No,2023-11-18
28,Services,Single,Secondary,No,-427,Yes,Yes,Unknown,21,May,965,2,-1,0,Unknown,No,2023-05-21
56,Admin.,Married,Secondary,No,2146,No,Yes,Unknown,9,Jun,594,1,-1,0,Unknown,No,2023-06-09
59,Admin.,Married,Secondary,No,92,Yes,No,Cellular,12,May,139,2,350,1,Failure,No,2023-05-12
32,Unemployed,Married,Secondary,No,10,Yes,No,Unknown,6,May,501,4,-1,0,Unknown,No,2023-05-06
57,Retired,Married,Primary,No,1238,Yes,No,Cellular,15,Jul,274,1,-1,0,Unknown,No,2023-07-15
49,Admin.,Single,Secondary,No,981,Yes,No,Telephone,21,Nov,10,3,-1,0,Unknown,No,2023-11-21
56,Entrepreneur,Married,Unknown,No,575,No,No,Unknown,20,Jun,18,2,-1,0,Unknown,No,2023-06-20
48,Admin.,Divorced,Unknown,No,-70,No,No,Cellular,14,May,243,1,-1,0,Unknown,No,2023-05-14
27,Student,Single,Tertiary,No,3733,Yes,No,Cellular,22,May,198,1,98,6,Success,Yes,2023-05-22
31,Management,Single,Tertiary,No,574,Yes,No,Cellular,16,Jul,410,2,-1,0,Unknown,No,2023-07-16
28,Blue-Collar,Single,Secondary,No,43,No,No,Unknown,19,May,190,1,-1,0,Unknown,No,2023-05-19
36,Management,Married,Tertiary,No,428,No,No,Unknown,28,May,121,1,-1,0,Unknown,No,2023-05-28
58,Housemaid,Married,Primary,No,0,Yes,No,Telephone,9,Jul,148,1,-1,0,Unknown,No,2023-07-09
46,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,20,Apr,239,2,259,2,Failure,No,2023-04-20
32,Management,Single,Tertiary,No,474,Yes,No,Cellular,7,Aug,90,3,-1,0,Unknown,No,2023-08-07
39,Services,Married,Secondary,No,-540,No,No,Unknown,6,Jun,29,1,-1,0,Unknown,No,2023-06-06
35,Self-Employed,Married,Tertiary,No,560,Yes,No,Cellular,2,Apr,58,1,136,1,Failure,No,2023-04-02
31,Management,Married,Tertiary,No,325,Yes,No,Cellular,18,Jul,1139,2,-1,0,Unknown,Yes,2023-07-18
29,Management,Single,Tertiary,No,437,No,No,Cellular,5,Aug,504,1,92,1,Success,Yes,2023-08-05
48,Blue-Collar,Married,Primary,No,574,No,No,Cellular,5,Aug,348,1,-1,0,Unknown,No,2023-08-05
60,Retired,Married,Primary,No,0,No,No,Telephone,30,Jul,130,3,-1,0,Unknown,No,2023-07-30
74,Retired,Married,Secondary,No,935,No,No,Cellular,26,Jan,100,1,104,1,Other,No,2023-01-26
30,Services,Married,Secondary,No,699,Yes,No,Unknown,29,May,544,1,-1,0,Unknown,No,2023-05-29
52,Admin.,Single,Primary,No,0,No,No,Unknown,19,May,182,11,-1,0,Unknown,No,2023-05-19
24,Blue-Collar,Married,Secondary,No,-220,Yes,No,Cellular,2,Apr,90,1,-1,0,Unknown,No,2023-04-02
29,Services,Married,Secondary,No,11417,Yes,No,Unknown,28,May,272,2,-1,0,Unknown,No,2023-05-28
33,Housemaid,Married,Primary,No,212,Yes,No,Cellular,11,Jul,260,2,-1,0,Unknown,No,2023-07-11
34,Blue-Collar,Married,Secondary,No,67,Yes,Yes,Unknown,8,May,672,3,-1,0,Unknown,No,2023-05-08
45,Admin.,Divorced,Secondary,No,0,No,No,Cellular,29,Oct,264,1,-1,0,Unknown,Yes,2023-10-29
31,Blue-Collar,Married,Secondary,No,0,No,Yes,Telephone,15,Jul,275,2,-1,0,Unknown,No,2023-07-15
45,Technician,Married,Secondary,No,1673,No,No,Cellular,23,Oct,76,1,-1,0,Unknown,No,2023-10-23
27,Services,Married,Secondary,No,-1202,Yes,No,Unknown,4,Jun,749,2,-1,0,Unknown,No,2023-06-04
30,Management,Single,Tertiary,No,4213,No,No,Cellular,25,Aug,142,4,-1,0,Unknown,No,2023-08-25
45,Blue-Collar,Married,Primary,No,0,No,No,Cellular,26,Aug,454,2,-1,0,Unknown,No,2023-08-26
57,Blue-Collar,Married,Secondary,No,1521,Yes,Yes,Cellular,18,May,102,2,178,5,Failure,No,2023-05-18
34,Management,Married,Tertiary,No,1310,No,No,Telephone,30,Jan,521,3,158,7,Other,No,2023-01-30
40,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,17,Nov,57,1,-1,0,Unknown,No,2023-11-17
39,Management,Married,Tertiary,No,399,No,No,Cellular,9,Apr,504,1,-1,0,Unknown,No,2023-04-09
46,Technician,Married,Tertiary,No,405,No,No,Cellular,11,Aug,138,3,-1,0,Unknown,No,2023-08-11
55,Management,Divorced,Tertiary,No,9756,Yes,No,Cellular,5,Jun,103,2,95,1,Other,Yes,2023-06-05
25,Management,Single,Tertiary,No,2506,No,No,Cellular,17,Feb,485,1,-1,0,Unknown,Yes,2023-02-17
34,Management,Married,Tertiary,No,697,No,No,Cellular,5,Aug,166,1,-1,0,Unknown,No,2023-08-05
37,Blue-Collar,Married,Primary,No,403,Yes,No,Cellular,8,May,318,2,338,1,Success,No,2023-05-08
64,Retired,Divorced,Tertiary,No,890,No,No,Cellular,3,Jul,531,3,-1,0,Unknown,No,2023-07-03
45,Technician,Divorced,Secondary,No,809,Yes,No,Cellular,13,May,155,2,363,4,Failure,No,2023-05-13
57,Housemaid,Married,Secondary,No,158,Yes,No,Telephone,10,Jul,73,1,-1,0,Unknown,No,2023-07-10
21,Student,Single,Unknown,No,137,Yes,No,Unknown,12,May,198,3,-1,0,Unknown,No,2023-05-12
58,Housemaid,Married,Secondary,No,2705,No,No,Telephone,14,Aug,137,1,-1,0,Unknown,No,2023-08-14
41,Blue-Collar,Single,Secondary,No,75,Yes,No,Unknown,1,Jul,479,9,-1,0,Unknown,Yes,2023-07-01
41,Management,Married,Unknown,No,2457,Yes,No,Unknown,9,May,285,1,-1,0,Unknown,No,2023-05-09
58,Management,Married,Tertiary,No,541,Yes,No,Cellular,8,May,98,1,-1,0,Unknown,No,2023-05-08
33,Management,Married,Tertiary,No,287,Yes,No,Cellular,15,May,199,2,274,3,Other,No,2023-05-15
32,Management,Married,Tertiary,No,273,Yes,Yes,Cellular,18,Jul,97,3,-1,0,Unknown,No,2023-07-18
44,Services,Divorced,Secondary,No,0,Yes,No,Unknown,4,Jun,389,5,-1,0,Unknown,No,2023-06-04
47,Unknown,Married,Unknown,No,677,No,No,Cellular,7,Aug,384,1,99,4,Success,No,2023-08-07
41,Self-Employed,Married,Primary,No,340,No,No,Unknown,6,Jun,37,3,-1,0,Unknown,No,2023-06-06
54,Technician,Married,Tertiary,No,98,No,No,Cellular,8,Aug,420,4,-1,0,Unknown,No,2023-08-08
47,Technician,Divorced,Tertiary,No,477,Yes,No,Telephone,7,May,973,1,366,1,Failure,No,2023-05-07
32,Management,Single,Tertiary,No,2629,No,No,Cellular,28,Aug,77,4,-1,0,Unknown,No,2023-08-28
59,Housemaid,Married,Tertiary,No,0,No,Yes,Cellular,29,Jul,376,2,-1,0,Unknown,No,2023-07-29
29,Technician,Single,Tertiary,No,2325,No,No,Cellular,2,Feb,125,1,-1,0,Unknown,Yes,2023-02-02
48,Services,Married,Secondary,Yes,-20,No,No,Cellular,20,Aug,142,2,-1,0,Unknown,No,2023-08-20
32,Technician,Single,Secondary,No,230,Yes,No,Cellular,18,May,442,1,266,8,Failure,Yes,2023-05-18
46,Management,Divorced,Secondary,No,-852,No,Yes,Cellular,29,Aug,728,2,-1,0,Unknown,No,2023-08-29
31,Blue-Collar,Single,Primary,No,-280,No,No,Unknown,21,May,281,3,-1,0,Unknown,No,2023-05-21
53,Blue-Collar,Married,Secondary,No,25,No,No,Cellular,22,Aug,528,2,-1,0,Unknown,Yes,2023-08-22
34,Technician,Single,Tertiary,No,9851,Yes,No,Cellular,20,Nov,128,5,-1,0,Unknown,No,2023-11-20
48,Services,Single,Unknown,No,5095,Yes,No,Unknown,16,Jun,71,1,-1,0,Unknown,No,2023-06-16
32,Technician,Married,Secondary,No,687,No,No,Cellular,20,Aug,161,4,-1,0,Unknown,No,2023-08-20
31,Management,Married,Secondary,No,1368,Yes,No,Cellular,12,Aug,129,4,-1,0,Unknown,No,2023-08-12
27,Blue-Collar,Single,Primary,No,-179,Yes,No,Cellular,15,May,54,2,-1,0,Unknown,No,2023-05-15
60,Admin.,Married,Secondary,No,-396,Yes,No,Cellular,11,May,443,1,350,1,Failure,No,2023-05-11
34,Blue-Collar,Single,Tertiary,No,1011,Yes,No,Unknown,6,May,136,1,-1,0,Unknown,No,2023-05-06
52,Self-Employed,Married,Secondary,No,9,No,Yes,Unknown,6,Jun,44,1,-1,0,Unknown,No,2023-06-06
48,Blue-Collar,Married,Secondary,No,1159,Yes,Yes,Cellular,15,May,1181,9,-1,0,Unknown,No,2023-05-15
45,Technician,Married,Primary,No,-322,No,No,Unknown,9,Jun,225,2,-1,0,Unknown,No,2023-06-09
54,Technician,Divorced,Secondary,No,1114,Yes,No,Cellular,30,Jan,81,1,-1,0,Unknown,No,2023-01-30
52,Services,Married,Secondary,No,2072,No,No,Cellular,10,Jul,224,1,-1,0,Unknown,No,2023-07-10
47,Entrepreneur,Married,Tertiary,No,459,Yes,No,Cellular,29,Jul,189,4,-1,0,Unknown,No,2023-07-29
54,Unknown,Married,Secondary,No,1157,No,No,Cellular,26,May,98,2,-1,0,Unknown,No,2023-05-26
34,Blue-Collar,Married,Secondary,No,8309,Yes,Yes,Cellular,19,Nov,50,1,-1,0,Unknown,No,2023-11-19
39,Technician,Single,Tertiary,No,1043,No,No,Cellular,18,Aug,195,10,-1,0,Unknown,No,2023-08-18
46,Technician,Married,Secondary,No,2098,No,No,Cellular,7,Aug,110,2,-1,0,Unknown,No,2023-08-07
26,Unemployed,Single,Secondary,No,461,No,No,Cellular,28,Jan,214,1,-1,0,Unknown,No,2023-01-28
37,Technician,Single,Secondary,No,61,Yes,No,Unknown,19,May,182,8,-1,0,Unknown,No,2023-05-19
47,Blue-Collar,Married,Secondary,No,1203,Yes,No,Cellular,17,Apr,239,2,-1,0,Unknown,No,2023-04-17
35,Technician,Married,Secondary,No,1067,No,Yes,Cellular,12,Aug,179,6,-1,0,Unknown,No,2023-08-12
57,Unemployed,Married,Primary,No,0,No,No,Unknown,9,Jun,540,1,-1,0,Unknown,No,2023-06-09
34,Management,Married,Tertiary,No,1657,Yes,No,Cellular,18,May,566,2,356,4,Failure,No,2023-05-18
47,Technician,Married,Secondary,No,1219,No,No,Cellular,18,Aug,697,4,-1,0,Unknown,Yes,2023-08-18
27,Technician,Married,Secondary,No,7,Yes,No,Unknown,15,May,98,2,-1,0,Unknown,No,2023-05-15
40,Blue-Collar,Married,Secondary,No,-839,Yes,Yes,Cellular,16,Jul,1018,2,-1,0,Unknown,Yes,2023-07-16
39,Technician,Married,Secondary,No,994,No,No,Cellular,5,Feb,221,1,241,1,Failure,No,2023-02-05
36,Entrepreneur,Married,Tertiary,No,6,No,No,Telephone,30,Oct,246,1,-1,0,Unknown,No,2023-10-30
42,Technician,Single,Secondary,No,0,No,No,Cellular,21,Aug,656,2,-1,0,Unknown,No,2023-08-21
