Country Code,Country Name,Year,Age Group,Sex,Number of Deaths,"Death Rate Per 100,000"
Mdv,Maldives,2010,35-39 Years,Female,8,72.4
Mdv,Maldives,2010,35-39 Years,Both,21,100.4
Mdv,Maldives,2010,40-44 Years,Male,15,172.9
Mdv,Maldives,2010,40-44 Years,Female,11,114.9
Mdv,Maldives,2010,40-44 Years,Both,26,143.2
Mdv,Maldives,2010,45-49 Years,Male,19,247.2
Mdv,Maldives,2010,45-49 Years,Female,15,183.8
Mdv,Maldives,2010,45-49 Years,Both,34,215.2
Mdv,Maldives,2010,50-54 Years,Male,24,374.6
Mdv,Maldives,2010,50-54 Years,Female,18,291.1
Mdv,Maldives,2010,50-54 Years,Both,42,333.5
Mdv,Maldives,2010,55-59 Years,Male,24,594.3
Mdv,Maldives,2010,55-59 Years,Female,17,445.0
Mdv,Maldives,2010,55-59 Years,Both,41,522.8
Mdv,Maldives,2010,60-64 Years,Male,29,1053.4
Mdv,Maldives,2010,60-64 Years,Female,19,743.1
Mdv,Maldives,2010,60-64 Years,Both,48,902.2
Mdv,Maldives,2010,65-69 Years,Male,50,1702.5
Mdv,Maldives,2010,65-69 Years,Female,35,1195.2
Mdv,Maldives,2010,65-69 Years,Both,85,1447.5
Mdv,Maldives,2010,70-74 Years,Male,76,2706.2
Mdv,Maldives,2010,70-74 Years,Female,50,2002.4
Mdv,Maldives,2010,70-74 Years,Both,126,2374.9
Mdv,Maldives,2010,75-79 Years,Male,85,4300.3
Mdv,Maldives,2010,75-79 Years,Female,48,3447.6
Mdv,Maldives,2010,75-79 Years,Both,133,3946.4
Mdv,Maldives,2010,80+ Years,Male,102,8598.7
Mdv,Maldives,2010,80+ Years,Female,63,7891.1
Mdv,Maldives,2010,80+ Years,Both,165,8312.9
Mdv,Maldives,2010,All Ages,Male,548,343.9
Mdv,Maldives,2010,All Ages,Female,354,226.0
Mdv,Maldives,2010,All Ages,Both,902,285.5
Mex,Mexico,1970,0-6 Days,Male,24130,110610.8
Mex,Mexico,1970,0-6 Days,Female,16170,77625.1
Mex,Mexico,1970,0-6 Days,Both,40300,94498.5
Mex,Mexico,1970,7-27 Days,Male,15089,23486.1
Mex,Mexico,1970,7-27 Days,Female,10290,16705.9
Mex,Mexico,1970,7-27 Days,Both,25380,20167.4
Mex,Mexico,1970,28-364 Days,Male,60145,6099.7
Mex,Mexico,1970,28-364 Days,Female,44364,4667.3
Mex,Mexico,1970,28-364 Days,Both,104510,5396.6
Mex,Mexico,1970,1-4 Years,Male,32607,855.6
Mex,Mexico,1970,1-4 Years,Female,30868,839.1
Mex,Mexico,1970,1-4 Years,Both,63475,847.5
Mex,Mexico,1970,5-9 Years,Male,8263,205.1
Mex,Mexico,1970,5-9 Years,Female,6761,171.4
Mex,Mexico,1970,5-9 Years,Both,15024,188.4
Mex,Mexico,1970,10-14 Years,Male,4245,124.1
Mex,Mexico,1970,10-14 Years,Female,3113,92.4
Mex,Mexico,1970,10-14 Years,Both,7358,108.4
Mex,Mexico,1970,15-19 Years,Male,5013,183.8
Mex,Mexico,1970,15-19 Years,Female,3470,126.6
Mex,Mexico,1970,15-19 Years,Both,8483,155.2
Mex,Mexico,1970,20-24 Years,Male,6229,310.8
Mex,Mexico,1970,20-24 Years,Female,4265,217.0
Mex,Mexico,1970,20-24 Years,Both,10493,264.3
Mex,Mexico,1970,25-29 Years,Male,6196,368.8
Mex,Mexico,1970,25-29 Years,Female,4471,274.6
Mex,Mexico,1970,25-29 Years,Both,10667,322.5
Mex,Mexico,1970,30-34 Years,Male,6339,448.2
Mex,Mexico,1970,30-34 Years,Female,4525,333.8
Mex,Mexico,1970,30-34 Years,Both,10864,392.2
Mex,Mexico,1970,35-39 Years,Male,8157,653.3
Mex,Mexico,1970,35-39 Years,Female,5988,457.5
Mex,Mexico,1970,35-39 Years,Both,14144,553.1
Mex,Mexico,1970,40-44 Years,Male,7663,720.2
Mex,Mexico,1970,40-44 Years,Female,5300,459.8
Mex,Mexico,1970,40-44 Years,Both,12963,584.8
Mex,Mexico,1970,45-49 Years,Male,8425,952.4
Mex,Mexico,1970,45-49 Years,Female,5608,580.0
Mex,Mexico,1970,45-49 Years,Both,14032,757.9
Mex,Mexico,1970,50-54 Years,Male,7856,1205.2
Mex,Mexico,1970,50-54 Years,Female,5484,760.8
Mex,Mexico,1970,50-54 Years,Both,13340,971.8
Mex,Mexico,1970,55-59 Years,Male,9106,1575.9
Mex,Mexico,1970,55-59 Years,Female,6700,1036.5
Mex,Mexico,1970,55-59 Years,Both,15806,1291.1
Mex,Mexico,1970,60-64 Years,Male,11333,2477.4
Mex,Mexico,1970,60-64 Years,Female,9299,1807.2
Mex,Mexico,1970,60-64 Years,Both,20633,2122.6
Mex,Mexico,1970,65-69 Years,Male,12189,3246.0
Mex,Mexico,1970,65-69 Years,Female,10668,2547.1
Mex,Mexico,1970,65-69 Years,Both,22857,2877.5
Mex,Mexico,1970,70-74 Years,Male,12979,5043.6
Mex,Mexico,1970,70-74 Years,Female,11618,3992.4
Mex,Mexico,1970,70-74 Years,Both,24596,4485.7
Mex,Mexico,1970,75-79 Years,Male,8755,5855.1
Mex,Mexico,1970,75-79 Years,Female,8658,4962.5
Mex,Mexico,1970,75-79 Years,Both,17413,5374.4
Mex,Mexico,1970,80+ Years,Male,11687,9825.4
Mex,Mexico,1970,80+ Years,Female,13520,9152.1
Mex,Mexico,1970,80+ Years,Both,25207,9452.4
Mex,Mexico,1970,All Ages,Male,266407,1026.9
Mex,Mexico,1970,All Ages,Female,211137,810.3
Mex,Mexico,1970,All Ages,Both,477544,918.3
Mex,Mexico,1980,0-6 Days,Male,21000,92937.6
Mex,Mexico,1980,0-6 Days,Female,14148,65596.1
Mex,Mexico,1980,0-6 Days,Both,35149,79584.7
Mex,Mexico,1980,7-27 Days,Male,10154,15179.0
Mex,Mexico,1980,7-27 Days,Female,7546,11780.4
Mex,Mexico,1980,7-27 Days,Both,17700,13516.5
Mex,Mexico,1980,28-364 Days,Male,42439,4037.3
Mex,Mexico,1980,28-364 Days,Female,31439,3112.1
Mex,Mexico,1980,28-364 Days,Both,73878,3583.9
Mex,Mexico,1980,1-4 Years,Male,20119,453.3
Mex,Mexico,1980,1-4 Years,Female,19303,451.7
Mex,Mexico,1980,1-4 Years,Both,39422,452.5
Mex,Mexico,1980,5-9 Years,Male,5590,104.5
Mex,Mexico,1980,5-9 Years,Female,3783,72.7
Mex,Mexico,1980,5-9 Years,Both,9372,88.8
Mex,Mexico,1980,10-14 Years,Male,4182,91.7
Mex,Mexico,1980,10-14 Years,Female,2513,56.3
Mex,Mexico,1980,10-14 Years,Both,6695,74.1
Mex,Mexico,1980,15-19 Years,Male,7634,200.0
Mex,Mexico,1980,15-19 Years,Female,3424,89.8
Mex,Mexico,1980,15-19 Years,Both,11057,144.9
Mex,Mexico,1980,20-24 Years,Male,10357,330.1
Mex,Mexico,1980,20-24 Years,Female,3994,125.4
Mex,Mexico,1980,20-24 Years,Both,14351,227.0
Mex,Mexico,1980,25-29 Years,Male,9647,394.5
Mex,Mexico,1980,25-29 Years,Female,3785,150.8
Mex,Mexico,1980,25-29 Years,Both,13432,271.0
Mex,Mexico,1980,30-34 Years,Male,8124,445.9
Mex,Mexico,1980,30-34 Years,Female,3653,203.7
Mex,Mexico,1980,30-34 Years,Both,11777,325.8
Mex,Mexico,1980,35-39 Years,Male,9616,604.8
Mex,Mexico,1980,35-39 Years,Female,4484,291.4
Mex,Mexico,1980,35-39 Years,Both,14100,450.6
Mex,Mexico,1980,40-44 Years,Male,9590,719.0
Mex,Mexico,1980,40-44 Years,Female,4857,375.1
Mex,Mexico,1980,40-44 Years,Both,14447,549.5
Mex,Mexico,1980,45-49 Years,Male,10776,927.6
Mex,Mexico,1980,45-49 Years,Female,5795,464.5
Mex,Mexico,1980,45-49 Years,Both,16570,687.8
Mex,Mexico,1980,50-54 Years,Male,10618,1094.0
Mex,Mexico,1980,50-54 Years,Female,6605,607.9
Mex,Mexico,1980,50-54 Years,Both,17223,837.2
Mex,Mexico,1980,55-59 Years,Male,12039,1538.7
Mex,Mexico,1980,55-59 Years,Female,7581,849.7
Mex,Mexico,1980,55-59 Years,Both,19620,1171.6
Mex,Mexico,1980,60-64 Years,Male,11375,2065.3
Mex,Mexico,1980,60-64 Years,Female,8389,1307.8
Mex,Mexico,1980,60-64 Years,Both,19764,1657.7
Mex,Mexico,1980,65-69 Years,Male,14052,3087.4
Mex,Mexico,1980,65-69 Years,Female,10722,1975.8
Mex,Mexico,1980,65-69 Years,Both,24774,2482.9
Mex,Mexico,1980,70-74 Years,Male,14083,4374.7
Mex,Mexico,1980,70-74 Years,Female,12447,3166.4
Mex,Mexico,1980,70-74 Years,Both,26529,3710.4
Mex,Mexico,1980,75-79 Years,Male,15137,6768.5
Mex,Mexico,1980,75-79 Years,Female,13318,4822.5
Mex,Mexico,1980,75-79 Years,Both,28456,5693.2
Mex,Mexico,1980,80+ Years,Male,26776,14044.9
Mex,Mexico,1980,80+ Years,Female,26676,10761.0
Mex,Mexico,1980,80+ Years,Both,53452,12188.6
Mex,Mexico,1980,All Ages,Male,273308,797.0
Mex,Mexico,1980,All Ages,Female,194461,563.6
Mex,Mexico,1980,All Ages,Both,467768,679.9
Mex,Mexico,1990,0-6 Days,Male,17335,74504.5
Mex,Mexico,1990,0-6 Days,Female,11497,51783.0
Mex,Mexico,1990,0-6 Days,Both,28832,63409.6
Mex,Mexico,1990,7-27 Days,Male,6506,9414.8
Mex,Mexico,1990,7-27 Days,Female,5152,7794.9
Mex,Mexico,1990,7-27 Days,Both,11658,8622.8
Mex,Mexico,1990,28-364 Days,Male,25928,2377.1
Mex,Mexico,1990,28-364 Days,Female,19937,1906.7
Mex,Mexico,1990,28-364 Days,Both,45865,2146.8
Mex,Mexico,1990,1-4 Years,Male,10724,235.3
Mex,Mexico,1990,1-4 Years,Female,10120,231.2
Mex,Mexico,1990,1-4 Years,Both,20844,233.3
Mex,Mexico,1990,5-9 Years,Male,3789,69.7
Mex,Mexico,1990,5-9 Years,Female,2830,53.6
Mex,Mexico,1990,5-9 Years,Both,6619,61.7
Mex,Mexico,1990,10-14 Years,Male,3261,61.3
Mex,Mexico,1990,10-14 Years,Female,2021,38.8
Mex,Mexico,1990,10-14 Years,Both,5282,50.2
Mex,Mexico,1990,15-19 Years,Male,6707,134.3
Mex,Mexico,1990,15-19 Years,Female,2748,54.9
Mex,Mexico,1990,15-19 Years,Both,9455,94.6
Mex,Mexico,1990,20-24 Years,Male,9031,223.6
Mex,Mexico,1990,20-24 Years,Female,3066,73.6
Mex,Mexico,1990,20-24 Years,Both,12097,147.5
Mex,Mexico,1990,25-29 Years,Male,9396,285.1
Mex,Mexico,1990,25-29 Years,Female,3266,95.4
Mex,Mexico,1990,25-29 Years,Both,12662,188.4
Mex,Mexico,1990,30-34 Years,Male,8569,306.6
Mex,Mexico,1990,30-34 Years,Female,3391,117.6
Mex,Mexico,1990,30-34 Years,Both,11960,210.6
Mex,Mexico,1990,35-39 Years,Male,8728,376.0
Mex,Mexico,1990,35-39 Years,Female,4102,172.5
Mex,Mexico,1990,35-39 Years,Both,12830,273.0
Mex,Mexico,1990,40-44 Years,Male,8240,475.8
Mex,Mexico,1990,40-44 Years,Female,4336,251.7
Mex,Mexico,1990,40-44 Years,Both,12576,364.1
Mex,Mexico,1990,45-49 Years,Male,9720,650.7
Mex,Mexico,1990,45-49 Years,Female,5366,362.3
Mex,Mexico,1990,45-49 Years,Both,15086,507.1
Mex,Mexico,1990,50-54 Years,Male,11002,893.3
Mex,Mexico,1990,50-54 Years,Female,6739,544.9
Mex,Mexico,1990,50-54 Years,Both,17741,718.8
Mex,Mexico,1990,55-59 Years,Male,13022,1247.8
Mex,Mexico,1990,55-59 Years,Female,8959,765.3
Mex,Mexico,1990,55-59 Years,Both,21981,992.7
Mex,Mexico,1990,60-64 Years,Male,14296,1709.5
Mex,Mexico,1990,60-64 Years,Female,11010,1114.7
Mex,Mexico,1990,60-64 Years,Both,25306,1387.4
Mex,Mexico,1990,65-69 Years,Male,16257,2568.3
Mex,Mexico,1990,65-69 Years,Female,12884,1671.4
Mex,Mexico,1990,65-69 Years,Both,29141,2075.8
Mex,Mexico,1990,70-74 Years,Male,14873,3704.7
Mex,Mexico,1990,70-74 Years,Female,12920,2530.5
Mex,Mexico,1990,70-74 Years,Both,27793,3047.4
Mex,Mexico,1990,75-79 Years,Male,17045,6006.3
Mex,Mexico,1990,75-79 Years,Female,15748,4155.9
Mex,Mexico,1990,75-79 Years,Both,32793,4948.2
Mex,Mexico,1990,80+ Years,Male,38048,13854.5
Mex,Mexico,1990,80+ Years,Female,42234,10728.8
Mex,Mexico,1990,80+ Years,Both,80283,12013.3
Mex,Mexico,1990,All Ages,Male,252479,603.0
Mex,Mexico,1990,All Ages,Female,188325,443.0
Mex,Mexico,1990,All Ages,Both,440804,522.4
Mex,Mexico,2000,0-6 Days,Male,12233,54798.9
Mex,Mexico,2000,0-6 Days,Female,8281,38896.3
Mex,Mexico,2000,0-6 Days,Both,20514,47035.9
Mex,Mexico,2000,7-27 Days,Male,3424,5146.8
Mex,Mexico,2000,7-27 Days,Female,2724,4286.8
Mex,Mexico,2000,7-27 Days,Both,6148,4726.6
Mex,Mexico,2000,28-364 Days,Male,12246,1156.7
Mex,Mexico,2000,28-364 Days,Female,9659,953.7
Mex,Mexico,2000,28-364 Days,Both,21905,1057.4
Mex,Mexico,2000,1-4 Years,Male,5847,128.1
Mex,Mexico,2000,1-4 Years,Female,5402,123.5
Mex,Mexico,2000,1-4 Years,Both,11249,125.8
Mex,Mexico,2000,5-9 Years,Male,2108,36.4
Mex,Mexico,2000,5-9 Years,Female,1459,26.1
Mex,Mexico,2000,5-9 Years,Both,3567,31.3
Mex,Mexico,2000,10-14 Years,Male,2342,42.7
Mex,Mexico,2000,10-14 Years,Female,1507,28.2
Mex,Mexico,2000,10-14 Years,Both,3849,35.6
Mex,Mexico,2000,15-19 Years,Male,5296,104.1
Mex,Mexico,2000,15-19 Years,Female,2333,45.8
Mex,Mexico,2000,15-19 Years,Both,7629,74.9
Mex,Mexico,2000,20-24 Years,Male,7364,153.3
Mex,Mexico,2000,20-24 Years,Female,2559,51.9
Mex,Mexico,2000,20-24 Years,Both,9923,102.0
Mex,Mexico,2000,25-29 Years,Male,8311,185.4
Mex,Mexico,2000,25-29 Years,Female,2809,60.6
Mex,Mexico,2000,25-29 Years,Both,11120,121.9
Mex,Mexico,2000,30-34 Years,Male,8903,239.6
Mex,Mexico,2000,30-34 Years,Female,3240,83.3
Mex,Mexico,2000,30-34 Years,Both,12143,159.7
Mex,Mexico,2000,35-39 Years,Male,10361,325.8
Mex,Mexico,2000,35-39 Years,Female,4248,128.6
Mex,Mexico,2000,35-39 Years,Both,14609,225.3
Mex,Mexico,2000,40-44 Years,Male,10708,396.9
Mex,Mexico,2000,40-44 Years,Female,5357,190.4
Mex,Mexico,2000,40-44 Years,Both,16066,291.5
Mex,Mexico,2000,45-49 Years,Male,11413,514.0
Mex,Mexico,2000,45-49 Years,Female,6728,290.4
Mex,Mexico,2000,45-49 Years,Both,18140,399.8
Mex,Mexico,2000,50-54 Years,Male,12391,758.3
Mex,Mexico,2000,50-54 Years,Female,8410,505.1
Mex,Mexico,2000,50-54 Years,Both,20801,630.6
Mex,Mexico,2000,55-59 Years,Male,14782,1071.3
Mex,Mexico,2000,55-59 Years,Female,10673,757.3
Mex,Mexico,2000,55-59 Years,Both,25456,912.6
Mex,Mexico,2000,60-64 Years,Male,17906,1627.8
Mex,Mexico,2000,60-64 Years,Female,14065,1228.2
Mex,Mexico,2000,60-64 Years,Both,31970,1424.0
Mex,Mexico,2000,65-69 Years,Male,20843,2360.8
Mex,Mexico,2000,65-69 Years,Female,17425,1680.7
Mex,Mexico,2000,65-69 Years,Both,38268,1993.5
Mex,Mexico,2000,70-74 Years,Male,21494,3336.7
Mex,Mexico,2000,70-74 Years,Female,19315,2378.2
Mex,Mexico,2000,70-74 Years,Both,40809,2802.1
Mex,Mexico,2000,75-79 Years,Male,21806,5180.3
Mex,Mexico,2000,75-79 Years,Female,19986,3558.0
Mex,Mexico,2000,75-79 Years,Both,41793,4252.9
Mex,Mexico,2000,80+ Years,Male,44032,11856.7
Mex,Mexico,2000,80+ Years,Female,56195,9983.1
Mex,Mexico,2000,80+ Years,Both,100227,10727.8
Mex,Mexico,2000,All Ages,Male,253808,511.6
Mex,Mexico,2000,All Ages,Female,202376,400.2
Mex,Mexico,2000,All Ages,Both,456184,455.3
Mex,Mexico,2010,0-6 Days,Male,7229,33308.7
Mex,Mexico,2010,0-6 Days,Female,5117,24735.2
Mex,Mexico,2010,0-6 Days,Both,12346,29124.7
Mex,Mexico,2010,7-27 Days,Male,2449,3777.7
Mex,Mexico,2010,7-27 Days,Female,1877,3034.6
Mex,Mexico,2010,7-27 Days,Both,4327,3414.9
Mex,Mexico,2010,28-364 Days,Male,7463,717.2
Mex,Mexico,2010,28-364 Days,Female,5800,583.6
Mex,Mexico,2010,28-364 Days,Both,13262,651.9
Mex,Mexico,2010,1-4 Years,Male,3835,84.0
Mex,Mexico,2010,1-4 Years,Female,3440,78.8
Mex,Mexico,2010,1-4 Years,Both,7275,81.4
Mex,Mexico,2010,5-9 Years,Male,1621,28.5
Mex,Mexico,2010,5-9 Years,Female,1244,22.7
Mex,Mexico,2010,5-9 Years,Both,2865,25.6
Mex,Mexico,2010,10-14 Years,Male,2094,38.4
Mex,Mexico,2010,10-14 Years,Female,1428,27.0
Mex,Mexico,2010,10-14 Years,Both,3521,32.8
Mex,Mexico,2010,15-19 Years,Male,6525,119.0
Mex,Mexico,2010,15-19 Years,Female,2562,47.0
Mex,Mexico,2010,15-19 Years,Both,9087,83.1
Mex,Mexico,2010,20-24 Years,Male,8679,180.4
Mex,Mexico,2010,20-24 Years,Female,2730,54.3
Mex,Mexico,2010,20-24 Years,Both,11409,116.0
Mex,Mexico,2010,25-29 Years,Male,9010,206.6
Mex,Mexico,2010,25-29 Years,Female,2883,62.6
Mex,Mexico,2010,25-29 Years,Both,11893,132.6
Mex,Mexico,2010,30-34 Years,Male,9895,230.6
Mex,Mexico,2010,30-34 Years,Female,3326,74.2
Mex,Mexico,2010,30-34 Years,Both,13220,150.7
Mex,Mexico,2010,35-39 Years,Male,12342,290.5
Mex,Mexico,2010,35-39 Years,Female,4492,102.4
Mex,Mexico,2010,35-39 Years,Both,16833,195.0
Mex,Mexico,2010,40-44 Years,Male,14322,403.8
Mex,Mexico,2010,40-44 Years,Female,6408,171.2
Mex,Mexico,2010,40-44 Years,Both,20730,284.4
Mex,Mexico,2010,45-49 Years,Male,17354,573.0
Mex,Mexico,2010,45-49 Years,Female,8977,280.7
Mex,Mexico,2010,45-49 Years,Both,26332,422.8
Mex,Mexico,2010,50-54 Years,Male,19795,778.3
Mex,Mexico,2010,50-54 Years,Female,11868,437.8
Mex,Mexico,2010,50-54 Years,Both,31663,602.6
Mex,Mexico,2010,55-59 Years,Male,22526,1092.6
Mex,Mexico,2010,55-59 Years,Female,15484,701.0
Mex,Mexico,2010,55-59 Years,Both,38011,890.0
Mex,Mexico,2010,60-64 Years,Male,23692,1605.9
Mex,Mexico,2010,60-64 Years,Female,17910,1154.5
Mex,Mexico,2010,60-64 Years,Both,41603,1374.6
Mex,Mexico,2010,65-69 Years,Male,27383,2302.2
Mex,Mexico,2010,65-69 Years,Female,21272,1683.1
Mex,Mexico,2010,65-69 Years,Both,48654,1983.3
Mex,Mexico,2010,70-74 Years,Male,31383,3598.2
Mex,Mexico,2010,70-74 Years,Female,24435,2536.0
Mex,Mexico,2010,70-74 Years,Both,55819,3040.7
Mex,Mexico,2010,75-79 Years,Male,31653,5179.7
Mex,Mexico,2010,75-79 Years,Female,28187,3596.7
Mex,Mexico,2010,75-79 Years,Both,59840,4290.3
Mex,Mexico,2010,80+ Years,Male,69897,11648.7
Mex,Mexico,2010,80+ Years,Female,87147,9501.5
Mex,Mexico,2010,80+ Years,Both,157043,10350.7
Mex,Mexico,2010,All Ages,Male,329149,588.2
Mex,Mexico,2010,All Ages,Female,256586,446.2
Mex,Mexico,2010,All Ages,Both,585735,516.2
Mhl,Marshall Islands,1970,0-6 Days,Male,12,137473.5
Mhl,Marshall Islands,1970,0-6 Days,Female,9,104966.2
Mhl,Marshall Islands,1970,0-6 Days,Both,22,121219.8
Mhl,Marshall Islands,1970,7-27 Days,Male,5,19207.8
Mhl,Marshall Islands,1970,7-27 Days,Female,4,16610.3
Mhl,Marshall Islands,1970,7-27 Days,Both,10,17957.1
Mhl,Marshall Islands,1970,28-364 Days,Male,18,4224.5
Mhl,Marshall Islands,1970,28-364 Days,Female,15,3873.2
Mhl,Marshall Islands,1970,28-364 Days,Both,33,4053.6
Mhl,Marshall Islands,1970,1-4 Years,Male,19,1218.9
Mhl,Marshall Islands,1970,1-4 Years,Female,15,999.7
Mhl,Marshall Islands,1970,1-4 Years,Both,33,1112.3
Mhl,Marshall Islands,1970,5-9 Years,Male,2,139.2
Mhl,Marshall Islands,1970,5-9 Years,Female,2,117.4
Mhl,Marshall Islands,1970,5-9 Years,Both,4,128.5
Mhl,Marshall Islands,1970,10-14 Years,Male,1,106.3
Mhl,Marshall Islands,1970,10-14 Years,Female,1,91.6
Mhl,Marshall Islands,1970,10-14 Years,Both,3,99.1
Mhl,Marshall Islands,1970,15-19 Years,Male,2,203.8
Mhl,Marshall Islands,1970,15-19 Years,Female,2,148.4
Mhl,Marshall Islands,1970,15-19 Years,Both,4,176.3
Mhl,Marshall Islands,1970,20-24 Years,Male,3,326.9
Mhl,Marshall Islands,1970,20-24 Years,Female,2,218.9
Mhl,Marshall Islands,1970,20-24 Years,Both,5,274.2
Mhl,Marshall Islands,1970,25-29 Years,Male,3,389.7
Mhl,Marshall Islands,1970,25-29 Years,Female,2,278.8
Mhl,Marshall Islands,1970,25-29 Years,Both,5,336.4
Mhl,Marshall Islands,1970,30-34 Years,Male,3,493.6
Mhl,Marshall Islands,1970,30-34 Years,Female,2,353.3
Mhl,Marshall Islands,1970,30-34 Years,Both,6,427.5
Mhl,Marshall Islands,1970,35-39 Years,Male,4,691.4
Mhl,Marshall Islands,1970,35-39 Years,Female,3,514.6
Mhl,Marshall Islands,1970,35-39 Years,Both,7,608.8
Mhl,Marshall Islands,1970,40-44 Years,Male,5,979.5
Mhl,Marshall Islands,1970,40-44 Years,Female,3,639.9
Mhl,Marshall Islands,1970,40-44 Years,Both,8,820.5
Mhl,Marshall Islands,1970,45-49 Years,Male,6,1423.7
Mhl,Marshall Islands,1970,45-49 Years,Female,3,868.7
Mhl,Marshall Islands,1970,45-49 Years,Both,9,1160.3
Mhl,Marshall Islands,1970,50-54 Years,Male,7,2087.2
Mhl,Marshall Islands,1970,50-54 Years,Female,4,1290.2
Mhl,Marshall Islands,1970,50-54 Years,Both,10,1704.3
Mhl,Marshall Islands,1970,55-59 Years,Male,7,2920.3
Mhl,Marshall Islands,1970,55-59 Years,Female,4,1814.8
Mhl,Marshall Islands,1970,55-59 Years,Both,11,2383.2
Mhl,Marshall Islands,1970,60-64 Years,Male,7,4291.2
Mhl,Marshall Islands,1970,60-64 Years,Female,5,2815.4
Mhl,Marshall Islands,1970,60-64 Years,Both,12,3551.1
Mhl,Marshall Islands,1970,65-69 Years,Male,6,5918.4
Mhl,Marshall Islands,1970,65-69 Years,Female,5,4223.7
Mhl,Marshall Islands,1970,65-69 Years,Both,11,5063.3
Mhl,Marshall Islands,1970,70-74 Years,Male,6,8591.7
Mhl,Marshall Islands,1970,70-74 Years,Female,5,6562.8
Mhl,Marshall Islands,1970,70-74 Years,Both,10,7464.4
Mhl,Marshall Islands,1970,75-79 Years,Male,4,11697.4
Mhl,Marshall Islands,1970,75-79 Years,Female,3,9648.3
Mhl,Marshall Islands,1970,75-79 Years,Both,7,10608.8
Mhl,Marshall Islands,1970,80+ Years,Male,4,19980.1
Mhl,Marshall Islands,1970,80+ Years,Female,4,17333.7
Mhl,Marshall Islands,1970,80+ Years,Both,8,18065.9
Mhl,Marshall Islands,1970,All Ages,Male,125,1137.7
Mhl,Marshall Islands,1970,All Ages,Female,93,900.2
Mhl,Marshall Islands,1970,All Ages,Both,218,1022.3
Mhl,Marshall Islands,1980,0-6 Days,Male,16,104148.6
Mhl,Marshall Islands,1980,0-6 Days,Female,12,78574.0
Mhl,Marshall Islands,1980,0-6 Days,Both,27,91361.3
Mhl,Marshall Islands,1980,7-27 Days,Male,5,10326.0
Mhl,Marshall Islands,1980,7-27 Days,Female,4,9511.9
Mhl,Marshall Islands,1980,7-27 Days,Both,9,9932.7
Mhl,Marshall Islands,1980,28-364 Days,Male,16,2277.5
Mhl,Marshall Islands,1980,28-364 Days,Female,14,2121.9
Mhl,Marshall Islands,1980,28-364 Days,Both,30,2200.2
Mhl,Marshall Islands,1980,1-4 Years,Male,14,519.5
Mhl,Marshall Islands,1980,1-4 Years,Female,10,418.8
Mhl,Marshall Islands,1980,1-4 Years,Both,24,470.4
Mhl,Marshall Islands,1980,5-9 Years,Male,2,86.0
Mhl,Marshall Islands,1980,5-9 Years,Female,2,72.9
Mhl,Marshall Islands,1980,5-9 Years,Both,4,79.5
Mhl,Marshall Islands,1980,10-14 Years,Male,1,74.2
Mhl,Marshall Islands,1980,10-14 Years,Female,1,59.9
Mhl,Marshall Islands,1980,10-14 Years,Both,3,67.1
Mhl,Marshall Islands,1980,15-19 Years,Male,3,170.1
Mhl,Marshall Islands,1980,15-19 Years,Female,2,105.2
Mhl,Marshall Islands,1980,15-19 Years,Both,5,138.0
Mhl,Marshall Islands,1980,20-24 Years,Male,4,277.7
Mhl,Marshall Islands,1980,20-24 Years,Female,2,147.4
Mhl,Marshall Islands,1980,20-24 Years,Both,6,213.8
Mhl,Marshall Islands,1980,25-29 Years,Male,4,329.5
Mhl,Marshall Islands,1980,25-29 Years,Female,2,183.1
Mhl,Marshall Islands,1980,25-29 Years,Both,6,259.6
Mhl,Marshall Islands,1980,30-34 Years,Male,4,416.0
Mhl,Marshall Islands,1980,30-34 Years,Female,2,238.3
Mhl,Marshall Islands,1980,30-34 Years,Both,6,332.2
Mhl,Marshall Islands,1980,35-39 Years,Male,5,589.8
Mhl,Marshall Islands,1980,35-39 Years,Female,2,355.1
Mhl,Marshall Islands,1980,35-39 Years,Both,7,483.7
Mhl,Marshall Islands,1980,40-44 Years,Male,6,837.8
Mhl,Marshall Islands,1980,40-44 Years,Female,3,468.1
Mhl,Marshall Islands,1980,40-44 Years,Both,9,674.1
Mhl,Marshall Islands,1980,45-49 Years,Male,7,1219.0
Mhl,Marshall Islands,1980,45-49 Years,Female,3,661.5
Mhl,Marshall Islands,1980,45-49 Years,Both,10,981.0
Mhl,Marshall Islands,1980,50-54 Years,Male,9,1801.9
Mhl,Marshall Islands,1980,50-54 Years,Female,3,998.3
Mhl,Marshall Islands,1980,50-54 Years,Both,12,1476.4
Mhl,Marshall Islands,1980,55-59 Years,Male,11,2566.6
Mhl,Marshall Islands,1980,55-59 Years,Female,4,1431.8
Mhl,Marshall Islands,1980,55-59 Years,Both,14,2141.9
Mhl,Marshall Islands,1980,60-64 Years,Male,12,3781.4
Mhl,Marshall Islands,1980,60-64 Years,Female,4,2194.9
Mhl,Marshall Islands,1980,60-64 Years,Both,16,3222.7
Mhl,Marshall Islands,1980,65-69 Years,Male,12,5326.5
Mhl,Marshall Islands,1980,65-69 Years,Female,4,3372.9
Mhl,Marshall Islands,1980,65-69 Years,Both,16,4667.8
Mhl,Marshall Islands,1980,70-74 Years,Male,8,7731.8
Mhl,Marshall Islands,1980,70-74 Years,Female,3,5264.3
Mhl,Marshall Islands,1980,70-74 Years,Both,11,6868.2
