Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
923,2023-05-26,Cust923,Male,32,Beauty,3,300,900
924,2023-08-29,Cust924,Male,55,Beauty,2,50,100
925,2023-09-03,Cust925,Male,25,Electronics,1,300,300
926,2023-08-14,Cust926,Male,22,Electronics,1,30,30
927,2023-06-24,Cust927,Male,43,Electronics,4,500,2000
928,2023-04-05,Cust928,Female,35,Clothing,4,300,1200
929,2023-01-27,Cust929,Female,23,Beauty,3,25,75
930,2023-05-10,Cust930,Male,54,Clothing,4,50,200
931,2023-09-02,Cust931,Male,30,Beauty,4,30,120
932,2023-02-28,Cust932,Female,45,Beauty,4,25,100
933,2023-02-03,Cust933,Male,22,Beauty,1,30,30
934,2023-07-25,Cust934,Male,30,Beauty,1,500,500
935,2023-09-09,Cust935,Female,34,Beauty,1,50,50
936,2023-02-07,Cust936,Male,57,Beauty,4,50,200
937,2023-10-23,Cust937,Female,62,Beauty,1,500,500
938,2023-11-19,Cust938,Male,49,Clothing,4,50,200
939,2023-12-18,Cust939,Female,46,Electronics,1,300,300
940,2023-01-28,Cust940,Female,20,Electronics,1,30,30
941,2023-03-19,Cust941,Female,57,Clothing,2,25,50
942,2023-03-18,Cust942,Male,51,Clothing,3,500,1500
943,2023-10-16,Cust943,Female,57,Clothing,4,300,1200
944,2023-06-05,Cust944,Male,44,Clothing,2,25,50
945,2023-02-13,Cust945,Male,30,Beauty,1,25,25
946,2023-05-08,Cust946,Male,62,Electronics,4,500,2000
947,2023-03-02,Cust947,Male,50,Beauty,1,300,300
948,2023-10-13,Cust948,Female,23,Electronics,3,25,75
949,2023-08-02,Cust949,Female,41,Electronics,2,25,50
950,2023-11-07,Cust950,Male,36,Clothing,3,300,900
951,2023-11-02,Cust951,Male,33,Beauty,2,50,100
952,2023-11-13,Cust952,Female,57,Clothing,1,25,25
953,2023-04-26,Cust953,Male,45,Beauty,3,30,90
954,2023-09-25,Cust954,Female,50,Electronics,3,300,900
955,2023-07-14,Cust955,Male,58,Clothing,1,25,25
956,2023-08-19,Cust956,Male,30,Clothing,3,500,1500
957,2023-08-15,Cust957,Female,60,Electronics,4,30,120
958,2023-06-02,Cust958,Male,62,Electronics,2,25,50
959,2023-10-29,Cust959,Female,42,Electronics,2,30,60
960,2023-08-08,Cust960,Male,59,Clothing,2,30,60
961,2023-06-06,Cust961,Male,53,Beauty,4,50,200
962,2023-10-19,Cust962,Male,44,Clothing,2,30,60
963,2023-11-14,Cust963,Female,55,Beauty,1,50,50
964,2023-01-31,Cust964,Male,24,Clothing,3,300,900
965,2023-11-09,Cust965,Male,22,Clothing,4,50,200
966,2023-02-20,Cust966,Male,60,Electronics,2,500,1000
967,2023-04-17,Cust967,Male,62,Beauty,1,25,25
968,2023-11-17,Cust968,Female,48,Clothing,3,300,900
969,2023-04-19,Cust969,Female,40,Clothing,3,300,900
970,2023-05-16,Cust970,Male,59,Electronics,4,500,2000
971,2023-12-05,Cust971,Female,27,Electronics,4,50,200
972,2023-02-11,Cust972,Male,49,Beauty,4,25,100
973,2023-03-22,Cust973,Male,60,Clothing,1,50,50
974,2023-05-03,Cust974,Male,47,Beauty,1,30,30
975,2023-03-30,Cust975,Female,56,Clothing,4,50,200
976,2023-10-10,Cust976,Female,48,Beauty,2,300,600
977,2023-02-08,Cust977,Female,35,Electronics,3,25,75
978,2023-03-22,Cust978,Female,53,Clothing,3,50,150
979,2023-01-02,Cust979,Female,19,Beauty,1,25,25
980,2023-07-29,Cust980,Female,31,Electronics,3,25,75
981,2023-08-19,Cust981,Female,30,Electronics,2,30,60
982,2023-12-19,Cust982,Female,46,Beauty,3,30,90
983,2023-11-01,Cust983,Female,29,Clothing,1,300,300
984,2023-08-29,Cust984,Male,56,Clothing,1,500,500
985,2023-05-30,Cust985,Female,19,Electronics,2,25,50
986,2023-01-17,Cust986,Female,49,Clothing,2,500,1000
987,2023-04-29,Cust987,Female,30,Clothing,3,300,900
988,2023-05-28,Cust988,Female,63,Clothing,3,25,75
989,2023-12-28,Cust989,Female,44,Electronics,1,25,25
990,2023-05-25,Cust990,Female,58,Beauty,2,500,1000
991,2023-12-26,Cust991,Female,34,Clothing,2,50,100
992,2023-08-21,Cust992,Female,57,Electronics,2,30,60
993,2023-02-06,Cust993,Female,48,Electronics,3,50,150
994,2023-12-18,Cust994,Female,51,Beauty,2,500,1000
995,2023-04-30,Cust995,Female,41,Clothing,1,30,30
996,2023-05-16,Cust996,Male,62,Clothing,1,50,50
997,2023-11-17,Cust997,Male,52,Beauty,3,30,90
998,2023-10-29,Cust998,Female,23,Beauty,4,25,100
999,2023-12-05,Cust999,Female,36,Electronics,3,50,150
1000,2023-04-12,Cust1000,Male,47,Electronics,4,30,120
