Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,TotalPrice,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager
2024-08-01,Central,Printer,6,208.64,Store D,Retail,0.1,Frank,1126.656,Credit Card,Freeship,0,Reg100774,Cust 8569,49.93,2024-08-01,2024-08-04,Cameron
2023-03-20,East,Chair,7,307.82,Store B,Wholesale,0.0,Eva,2154.74,Debit Card,Winter15,1,Reg100775,Cust 1254,14.0,2023-03-20,2023-03-27,Eric
2025-06-30,Central,Tablet,13,382.48,Store D,Retail,0.05,Eva,4723.628,Credit Card,Winter15,0,Reg100776,Cust 8556,7.59,2025-06-30,2025-07-04,Cameron
2025-02-05,South,Desk,9,188.03,Store B,Retail,0.0,Frank,1692.27,Cash,Freeship,0,Reg100777,Cust 7204,11.44,2025-02-05,2025-02-07,Sophie
2024-05-19,East,Desk,17,238.17,Store D,Wholesale,0.15,Frank,3441.5565,Cash,Freeship,0,Reg100778,Cust 7725,21.64,2024-05-19,2024-05-29,Eric
2023-03-04,North,Printer,10,450.71,Store B,Retail,0.1,Bob,4056.389999999999,Gift Card,Save10,0,Reg100779,Cust 9210,21.31,2023-03-04,2023-03-12,Ryan
2023-01-22,Central,Monitor,2,413.36,Store D,Retail,0.1,Alice,744.048,Online,Save10,1,Reg100780,Cust 9085,41.69,2023-01-22,2023-01-24,Cameron
2023-03-20,South,Phone,20,536.71,Store B,Retail,0.15,Carlos,9124.07,Debit Card,Save10,0,Reg100781,Cust 4937,41.42,2023-03-20,2023-03-25,Sophie
2024-06-05,West,Phone,5,206.42,Store D,Retail,0.05,Alice,980.4949999999999,Debit Card,Winter15,0,Reg100782,Cust 3606,35.51,2024-06-05,2024-06-13,Wendy
2024-07-09,East,Printer,4,256.83,Store A,Wholesale,0.15,Carlos,873.2219999999999,Cash,Unknown,1,Reg100783,Cust 5865,44.72,2024-07-09,2024-07-17,Eric
2025-03-08,South,Monitor,1,247.04,Store C,Wholesale,0.0,Bob,247.04,Credit Card,Freeship,0,Reg100784,Cust 7195,26.86,2025-03-08,2025-03-13,Sophie
2025-06-21,South,Tablet,3,583.38,Store B,Retail,0.15,Diana,1487.619,Cash,Winter15,1,Reg100785,Cust 6113,30.12,2025-06-21,2025-06-30,Sophie
2025-06-28,North,Tablet,13,341.38,Store C,Retail,0.15,Alice,3772.248999999999,Cash,Unknown,0,Reg100786,Cust 9878,18.2,2025-06-28,2025-07-01,Ryan
2025-04-05,West,Chair,19,267.03,Store D,Wholesale,0.15,Bob,4312.5345,Online,Save10,1,Reg100787,Cust 3936,35.82,2025-04-05,2025-04-13,Wendy
2024-03-05,South,Printer,7,77.69,Store D,Wholesale,0.0,Carlos,543.8299999999999,Credit Card,Save10,0,Reg100788,Cust 3937,41.89,2024-03-05,2024-03-12,Sophie
2024-03-09,East,Phone,20,312.43,Store C,Retail,0.0,Carlos,6248.6,Credit Card,Save10,0,Reg100789,Cust 5262,28.11,2024-03-09,2024-03-11,Eric
2025-02-25,Central,Monitor,19,14.1,Store C,Wholesale,0.05,Carlos,254.505,Cash,Freeship,0,Reg100790,Cust 3892,37.84,2025-02-25,2025-02-28,Cameron
2024-11-16,West,Tablet,17,266.83,Store D,Retail,0.05,Frank,4309.304499999999,Credit Card,Winter15,0,Reg100791,Cust 8826,32.52,2024-11-16,2024-11-23,Wendy
2024-08-01,South,Printer,20,248.11,Store D,Wholesale,0.05,Carlos,4714.09,Online,Save10,0,Reg100792,Cust 1119,22.96,2024-08-01,2024-08-06,Sophie
2024-04-20,West,Chair,5,316.76,Store B,Retail,0.05,Alice,1504.61,Gift Card,Freeship,1,Reg100793,Cust 2685,12.7,2024-04-20,2024-04-30,Wendy
2024-04-20,South,Laptop,2,169.62,Store C,Retail,0.1,Alice,305.316,Debit Card,Unknown,0,Reg100794,Cust 5939,45.41,2024-04-20,2024-04-25,Sophie
2023-09-22,North,Laptop,19,35.38,Store A,Retail,0.15,Diana,571.3870000000001,Online,Save10,0,Reg100795,Cust 1791,7.06,2023-09-22,2023-09-28,Ryan
2025-02-21,West,Chair,3,264.08,Store A,Retail,0.1,Diana,713.0160000000001,Online,Unknown,0,Reg100796,Cust 8530,25.39,2025-02-21,2025-03-02,Wendy
2025-06-24,East,Tablet,5,137.56,Store C,Wholesale,0.15,Diana,584.63,Debit Card,Save10,0,Reg100797,Cust 4522,6.45,2025-06-24,2025-07-01,Eric
2023-11-28,Central,Laptop,8,157.93,Store B,Retail,0.15,Diana,1073.924,Online,Save10,0,Reg100798,Cust 9619,6.31,2023-11-28,2023-12-05,Cameron
2024-04-08,North,Desk,6,126.86,Store C,Wholesale,0.05,Eva,723.102,Debit Card,Freeship,0,Reg100799,Cust 1637,35.49,2024-04-08,2024-04-17,Ryan
2025-01-07,North,Chair,15,240.05,Store C,Retail,0.05,Carlos,3420.7125,Credit Card,Freeship,0,Reg100800,Cust 6914,14.31,2025-01-07,2025-01-14,Ryan
2023-02-24,South,Tablet,3,37.63,Store A,Wholesale,0.1,Carlos,101.601,Debit Card,Freeship,0,Reg100801,Cust 5737,43.7,2023-02-24,2023-03-03,Sophie
2023-10-19,East,Chair,13,393.1,Store B,Wholesale,0.1,Alice,4599.27,Online,Unknown,0,Reg100802,Cust 5301,12.64,2023-10-19,2023-10-26,Eric
2024-06-17,North,Chair,10,83.86,Store A,Wholesale,0.15,Alice,712.81,Credit Card,Unknown,0,Reg100803,Cust 2524,41.11,2024-06-17,2024-06-21,Ryan
2023-06-21,Central,Desk,10,110.07,Store B,Wholesale,0.0,Frank,1100.7,Credit Card,Unknown,0,Reg100804,Cust 8480,18.47,2023-06-21,2023-06-29,Cameron
2024-08-30,East,Phone,6,288.98,Store C,Wholesale,0.15,Diana,1473.798,Gift Card,Unknown,0,Reg100805,Cust 2595,38.63,2024-08-30,2024-09-02,Eric
2025-01-03,Central,Desk,10,451.14,Store A,Retail,0.0,Bob,4511.4,Gift Card,Freeship,0,Reg100806,Cust 7132,29.96,2025-01-03,2025-01-13,Cameron
2023-02-23,West,Printer,16,509.08,Store C,Wholesale,0.0,Carlos,8145.28,Online,Freeship,0,Reg100807,Cust 4240,37.53,2023-02-23,2023-03-02,Wendy
2025-04-26,Central,Printer,4,582.73,Store D,Wholesale,0.05,Carlos,2214.374,Cash,Winter15,0,Reg100808,Cust 4644,44.26,2025-04-26,2025-04-29,Cameron
2023-06-08,South,Phone,9,115.24,Store B,Wholesale,0.0,Alice,1037.16,Credit Card,Freeship,0,Reg100809,Cust 5133,8.28,2023-06-08,2023-06-14,Sophie
2023-03-16,North,Monitor,14,565.45,Store D,Wholesale,0.1,Eva,7124.670000000001,Online,Winter15,0,Reg100810,Cust 1731,24.4,2023-03-16,2023-03-25,Ryan
2024-10-23,North,Phone,11,121.54,Store D,Wholesale,0.0,Carlos,1336.94,Credit Card,Save10,0,Reg100811,Cust 3739,16.62,2024-10-23,2024-10-28,Ryan
2025-05-23,East,Printer,9,160.15,Store D,Retail,0.1,Alice,1297.215,Debit Card,Unknown,1,Reg100812,Cust 3853,29.64,2025-05-23,2025-05-28,Eric
2023-05-06,East,Desk,14,175.66,Store B,Wholesale,0.05,Bob,2336.278,Cash,Save10,0,Reg100813,Cust 6830,26.12,2023-05-06,2023-05-14,Eric
2024-08-15,South,Tablet,3,437.97,Store C,Wholesale,0.05,Eva,1248.2145,Cash,Save10,1,Reg100814,Cust 5351,23.29,2024-08-15,2024-08-22,Sophie
2023-08-23,South,Printer,12,411.59,Store B,Wholesale,0.15,Diana,4198.218,Cash,Freeship,0,Reg100815,Cust 5845,19.17,2023-08-23,2023-08-31,Sophie
2025-04-13,South,Laptop,1,163.29,Store B,Retail,0.0,Diana,163.29,Credit Card,Winter15,0,Reg100816,Cust 7004,21.15,2025-04-13,2025-04-22,Sophie
2024-06-11,Central,Desk,5,538.52,Store B,Wholesale,0.05,Alice,2557.97,Gift Card,Unknown,0,Reg100817,Cust 4095,45.81,2024-06-11,2024-06-17,Cameron
2024-04-29,South,Phone,11,255.95,Store C,Wholesale,0.1,Alice,2533.905,Online,Unknown,0,Reg100818,Cust 7833,21.99,2024-04-29,2024-05-04,Sophie
2023-03-27,South,Desk,7,290.22,Store A,Retail,0.1,Alice,1828.386,Cash,Winter15,0,Reg100819,Cust 5826,33.15,2023-03-27,2023-04-04,Sophie
2024-10-23,North,Chair,20,198.95,Store B,Retail,0.1,Diana,3581.1,Credit Card,Unknown,1,Reg100820,Cust 9410,5.16,2024-10-23,2024-10-25,Ryan
2023-06-21,North,Printer,11,577.1,Store C,Retail,0.15,Frank,5395.885,Cash,Save10,0,Reg100821,Cust 9397,13.16,2023-06-21,2023-06-28,Ryan
2023-05-12,Central,Printer,10,50.1,Store A,Wholesale,0.1,Bob,450.9,Cash,Freeship,1,Reg100822,Cust 6665,23.43,2023-05-12,2023-05-19,Cameron
2024-10-20,Central,Printer,19,554.5,Store B,Retail,0.15,Carlos,8955.175,Online,Unknown,1,Reg100823,Cust 2590,47.16,2024-10-20,2024-10-24,Cameron
2024-04-04,North,Laptop,14,117.31,Store A,Wholesale,0.0,Diana,1642.34,Online,Winter15,0,Reg100824,Cust 4599,41.24,2024-04-04,2024-04-07,Ryan
2025-01-12,Central,Tablet,3,193.98,Store A,Retail,0.0,Bob,581.9399999999999,Credit Card,Winter15,0,Reg100825,Cust 7166,27.53,2025-01-12,2025-01-16,Cameron
2023-07-24,South,Phone,20,386.86,Store A,Wholesale,0.05,Carlos,7350.34,Online,Winter15,0,Reg100826,Cust 6177,41.56,2023-07-24,2023-07-29,Sophie
2023-09-09,North,Chair,12,81.33,Store D,Wholesale,0.0,Carlos,975.96,Cash,Save10,1,Reg100827,Cust 6229,30.73,2023-09-09,2023-09-13,Ryan
2024-04-20,East,Printer,5,550.65,Store A,Retail,0.15,Bob,2340.2625,Gift Card,Unknown,0,Reg100828,Cust 2899,16.82,2024-04-20,2024-04-27,Eric
2025-02-06,West,Printer,4,473.91,Store A,Retail,0.05,Eva,1800.858,Credit Card,Save10,0,Reg100829,Cust 5322,29.22,2025-02-06,2025-02-14,Wendy
2023-06-18,West,Tablet,19,25.22,Store C,Wholesale,0.0,Bob,479.1799999999999,Credit Card,Unknown,0,Reg100830,Cust 7063,31.31,2023-06-18,2023-06-22,Wendy
2024-11-01,North,Phone,2,437.04,Store C,Wholesale,0.0,Frank,874.08,Credit Card,Save10,1,Reg100831,Cust 7487,37.37,2024-11-01,2024-11-08,Ryan
2024-08-12,West,Desk,5,448.86,Store C,Wholesale,0.15,Frank,1907.655,Credit Card,Save10,1,Reg100832,Cust 5481,21.22,2024-08-12,2024-08-21,Wendy
2025-04-08,Central,Phone,14,299.94,Store D,Retail,0.0,Carlos,4199.16,Gift Card,Freeship,0,Reg100833,Cust 3150,21.04,2025-04-08,2025-04-17,Cameron
2024-07-20,Central,Laptop,8,224.18,Store B,Retail,0.15,Bob,1524.424,Debit Card,Unknown,0,Reg100834,Cust 5099,36.9,2024-07-20,2024-07-26,Cameron
2023-02-17,West,Desk,6,327.69,Store D,Wholesale,0.05,Diana,1867.833,Cash,Unknown,0,Reg100835,Cust 6615,22.34,2023-02-17,2023-02-21,Wendy
2024-07-02,East,Phone,8,432.27,Store D,Retail,0.05,Eva,3285.251999999999,Cash,Freeship,1,Reg100836,Cust 6924,20.64,2024-07-02,2024-07-04,Eric
2025-04-01,North,Monitor,4,249.98,Store C,Retail,0.15,Eva,849.9319999999999,Debit Card,Save10,0,Reg100837,Cust 2411,49.08,2025-04-01,2025-04-04,Ryan
2025-06-02,South,Printer,14,194.31,Store C,Wholesale,0.15,Frank,2312.289,Debit Card,Freeship,0,Reg100838,Cust 9648,15.3,2025-06-02,2025-06-09,Sophie
2024-11-21,West,Phone,5,69.29,Store C,Wholesale,0.0,Carlos,346.45,Credit Card,Unknown,0,Reg100839,Cust 1974,20.83,2024-11-21,2024-11-29,Wendy
2024-01-10,South,Printer,15,306.91,Store A,Retail,0.0,Carlos,4603.650000000001,Cash,Freeship,1,Reg100840,Cust 9452,19.38,2024-01-10,2024-01-14,Sophie
2023-10-21,North,Desk,4,390.3,Store A,Retail,0.15,Diana,1327.02,Debit Card,Unknown,0,Reg100841,Cust 4558,43.56,2023-10-21,2023-10-26,Ryan
2025-01-20,North,Phone,7,61.83,Store B,Retail,0.0,Diana,432.81,Online,Winter15,0,Reg100842,Cust 8811,25.49,2025-01-20,2025-01-22,Ryan
2024-11-09,West,Monitor,7,83.32,Store D,Wholesale,0.05,Carlos,554.078,Cash,Freeship,0,Reg100843,Cust 7788,23.4,2024-11-09,2024-11-17,Wendy
2024-04-03,West,Monitor,4,563.06,Store D,Retail,0.05,Bob,2139.628,Cash,Winter15,0,Reg100844,Cust 2788,19.5,2024-04-03,2024-04-07,Wendy
2024-01-06,North,Phone,13,256.35,Store D,Wholesale,0.15,Alice,2832.6675,Cash,Save10,0,Reg100845,Cust 6621,26.04,2024-01-06,2024-01-08,Ryan
2023-08-02,Central,Printer,9,303.26,Store A,Wholesale,0.05,Diana,2592.873,Debit Card,Freeship,0,Reg100846,Cust 8575,17.01,2023-08-02,2023-08-05,Cameron
2023-11-26,North,Chair,9,440.48,Store A,Retail,0.15,Diana,3369.672,Gift Card,Winter15,0,Reg100847,Cust 8799,32.94,2023-11-26,2023-12-01,Ryan
2025-04-20,East,Desk,17,469.25,Store B,Wholesale,0.05,Bob,7578.3875,Credit Card,Unknown,0,Reg100848,Cust 1699,45.76,2025-04-20,2025-04-26,Eric
2023-12-29,South,Chair,18,491.76,Store A,Wholesale,0.15,Eva,7523.928,Credit Card,Save10,0,Reg100849,Cust 5606,37.49,2023-12-29,2024-01-05,Sophie
2025-01-08,Central,Chair,19,465.27,Store C,Retail,0.05,Diana,8398.1235,Credit Card,Unknown,0,Reg100850,Cust 4933,44.95,2025-01-08,2025-01-10,Cameron
2024-05-06,East,Chair,18,343.68,Store B,Retail,0.0,Eva,6186.24,Gift Card,Save10,0,Reg100851,Cust 9517,20.37,2024-05-06,2024-05-14,Eric
2024-09-15,North,Desk,14,472.51,Store D,Wholesale,0.05,Bob,6284.382999999999,Gift Card,Unknown,0,Reg100852,Cust 6740,13.54,2024-09-15,2024-09-20,Ryan
2023-02-07,West,Laptop,20,142.52,Store A,Retail,0.1,Eva,2565.36,Cash,Freeship,0,Reg100853,Cust 1301,30.67,2023-02-07,2023-02-12,Wendy
2023-03-01,East,Phone,1,31.42,Store B,Retail,0.05,Bob,29.849,Credit Card,Save10,0,Reg100854,Cust 1736,11.35,2023-03-01,2023-03-09,Eric
2024-05-08,North,Tablet,17,572.29,Store D,Retail,0.15,Eva,8269.5905,Online,Save10,1,Reg100855,Cust 6864,44.99,2024-05-08,2024-05-12,Ryan
2024-06-06,East,Desk,18,333.6,Store A,Retail,0.1,Carlos,5404.320000000001,Debit Card,Freeship,1,Reg100856,Cust 5207,33.79,2024-06-06,2024-06-08,Eric
2023-04-29,North,Chair,9,90.87,Store D,Retail,0.15,Carlos,695.1555,Debit Card,Winter15,0,Reg100857,Cust 6525,26.56,2023-04-29,2023-05-08,Ryan
2023-09-20,Central,Tablet,9,588.59,Store D,Wholesale,0.05,Diana,5032.444500000001,Online,Unknown,0,Reg100858,Cust 8298,42.3,2023-09-20,2023-09-22,Cameron
2024-11-08,South,Chair,18,153.28,Store B,Retail,0.05,Frank,2621.088,Online,Winter15,1,Reg100859,Cust 8204,33.71,2024-11-08,2024-11-13,Sophie
2023-03-22,North,Printer,17,194.97,Store A,Retail,0.15,Carlos,2817.3165,Gift Card,Save10,1,Reg100860,Cust 4035,5.59,2023-03-22,2023-03-30,Ryan
2023-09-05,East,Monitor,5,367.61,Store C,Retail,0.0,Alice,1838.05,Credit Card,Save10,0,Reg100861,Cust 1654,19.55,2023-09-05,2023-09-13,Eric
2023-02-26,East,Laptop,17,575.5,Store D,Retail,0.05,Alice,9294.324999999999,Debit Card,Freeship,0,Reg100862,Cust 1823,13.42,2023-02-26,2023-03-05,Eric
2024-11-26,West,Chair,3,229.45,Store D,Retail,0.15,Bob,585.0974999999999,Debit Card,Winter15,1,Reg100863,Cust 1423,19.81,2024-11-26,2024-11-29,Wendy
2024-10-14,Central,Chair,3,391.63,Store C,Retail,0.0,Frank,1174.89,Debit Card,Unknown,1,Reg100864,Cust 7282,25.36,2024-10-14,2024-10-17,Cameron
2023-05-29,Central,Laptop,15,67.35,Store D,Wholesale,0.1,Diana,909.2249999999999,Online,Freeship,0,Reg100865,Cust 8437,24.85,2023-05-29,2023-06-03,Cameron
2024-03-22,Central,Laptop,6,453.86,Store B,Retail,0.15,Alice,2314.686,Credit Card,Unknown,0,Reg100866,Cust 9508,45.32,2024-03-22,2024-03-31,Cameron
2023-04-22,South,Tablet,19,537.7,Store D,Wholesale,0.0,Bob,10216.3,Online,Save10,0,Reg100867,Cust 1186,45.83,2023-04-22,2023-05-02,Sophie
2025-06-06,North,Phone,5,32.56,Store C,Retail,0.05,Diana,154.66,Cash,Freeship,0,Reg100868,Cust 4362,46.73,2025-06-06,2025-06-12,Ryan
2023-01-25,Central,Laptop,2,196.7,Store A,Retail,0.0,Frank,393.4,Online,Freeship,0,Reg100869,Cust 9388,35.84,2023-01-25,2023-01-29,Cameron
2023-09-08,South,Phone,12,369.45,Store D,Wholesale,0.1,Frank,3990.06,Credit Card,Winter15,1,Reg100870,Cust 4015,44.76,2023-09-08,2023-09-10,Sophie
2024-10-04,East,Tablet,12,181.96,Store D,Retail,0.15,Eva,1855.992,Gift Card,Winter15,0,Reg100871,Cust 6428,25.06,2024-10-04,2024-10-11,Eric
2025-04-06,East,Desk,3,32.07,Store D,Retail,0.15,Alice,81.77850000000001,Online,Winter15,1,Reg100872,Cust 2570,43.18,2025-04-06,2025-04-08,Eric
2024-08-25,East,Laptop,15,39.93,Store A,Retail,0.15,Diana,509.1075,Debit Card,Winter15,0,Reg100873,Cust 5132,33.44,2024-08-25,2024-08-29,Eric
2024-03-06,North,Phone,7,374.43,Store A,Retail,0.15,Carlos,2227.8585,Cash,Save10,0,Reg100874,Cust 4929,28.97,2024-03-06,2024-03-12,Ryan
2023-03-23,East,Printer,2,101.87,Store C,Wholesale,0.0,Diana,203.74,Cash,Freeship,0,Reg100875,Cust 4018,28.63,2023-03-23,2023-03-26,Eric
2024-01-13,Central,Tablet,13,343.45,Store D,Wholesale,0.05,Alice,4241.607499999999,Gift Card,Save10,0,Reg100876,Cust 8069,27.26,2024-01-13,2024-01-17,Cameron
2023-07-18,Central,Printer,15,144.11,Store C,Retail,0.0,Frank,2161.65,Gift Card,Unknown,0,Reg100877,Cust 6741,28.51,2023-07-18,2023-07-24,Cameron
2025-02-23,West,Chair,18,403.68,Store A,Retail,0.15,Carlos,6176.304,Cash,Freeship,0,Reg100878,Cust 8050,13.09,2025-02-23,2025-03-04,Wendy
2023-02-22,East,Printer,14,346.57,Store B,Retail,0.1,Carlos,4366.782,Debit Card,Freeship,0,Reg100879,Cust 2434,36.83,2023-02-22,2023-03-02,Eric
2024-10-18,North,Printer,7,392.79,Store C,Wholesale,0.0,Eva,2749.53,Gift Card,Winter15,0,Reg100880,Cust 9089,45.85,2024-10-18,2024-10-28,Ryan
2023-10-26,West,Printer,16,70.83,Store B,Wholesale,0.05,Carlos,1076.616,Gift Card,Unknown,0,Reg100881,Cust 1091,5.05,2023-10-26,2023-10-31,Wendy
2023-01-10,Central,Monitor,20,274.37,Store B,Retail,0.1,Eva,4938.66,Gift Card,Winter15,0,Reg100882,Cust 6138,12.28,2023-01-10,2023-01-14,Cameron
2024-03-19,Central,Desk,10,19.73,Store D,Retail,0.1,Carlos,177.57,Debit Card,Unknown,0,Reg100883,Cust 6326,16.06,2024-03-19,2024-03-22,Cameron
2023-12-20,Central,Printer,10,465.72,Store B,Wholesale,0.05,Alice,4424.34,Online,Freeship,0,Reg100884,Cust 1327,28.14,2023-12-20,2023-12-26,Cameron
2024-12-09,Central,Monitor,19,62.07,Store D,Retail,0.1,Diana,1061.397,Debit Card,Freeship,0,Reg100885,Cust 8602,14.85,2024-12-09,2024-12-19,Cameron
2023-05-10,Central,Tablet,11,529.2,Store A,Wholesale,0.05,Bob,5530.14,Credit Card,Unknown,1,Reg100886,Cust 9131,16.78,2023-05-10,2023-05-20,Cameron
2023-10-18,South,Monitor,7,387.31,Store A,Retail,0.1,Bob,2440.053,Cash,Winter15,0,Reg100887,Cust 6716,14.76,2023-10-18,2023-10-21,Sophie
2024-12-03,South,Phone,1,152.75,Store A,Wholesale,0.0,Bob,152.75,Credit Card,Freeship,1,Reg100888,Cust 2071,9.61,2024-12-03,2024-12-06,Sophie
2024-10-10,South,Chair,8,72.48,Store A,Wholesale,0.1,Carlos,521.856,Debit Card,Unknown,1,Reg100889,Cust 4472,26.92,2024-10-10,2024-10-17,Sophie
2024-06-03,East,Phone,4,194.09,Store D,Wholesale,0.1,Eva,698.724,Credit Card,Winter15,0,Reg100890,Cust 3899,26.35,2024-06-03,2024-06-07,Eric
2025-03-26,South,Phone,3,159.3,Store B,Wholesale,0.05,Eva,454.005,Credit Card,Save10,1,Reg100891,Cust 9467,45.34,2025-03-26,2025-03-29,Sophie
2024-04-26,North,Monitor,4,303.37,Store A,Retail,0.1,Carlos,1092.132,Gift Card,Winter15,0,Reg100892,Cust 3824,30.19,2024-04-26,2024-05-01,Ryan
2023-05-05,West,Chair,16,541.96,Store C,Retail,0.1,Eva,7804.224000000001,Cash,Save10,1,Reg100893,Cust 3511,9.93,2023-05-05,2023-05-13,Wendy
2023-09-23,West,Desk,7,41.57,Store D,Retail,0.0,Carlos,290.99,Online,Unknown,0,Reg100894,Cust 3356,16.59,2023-09-23,2023-09-29,Wendy
2025-03-08,South,Monitor,16,217.74,Store A,Wholesale,0.15,Frank,2961.264,Cash,Freeship,1,Reg100895,Cust 2840,25.11,2025-03-08,2025-03-15,Sophie
2023-01-17,North,Printer,15,19.17,Store A,Wholesale,0.0,Carlos,287.55,Gift Card,Freeship,1,Reg100896,Cust 3811,48.93,2023-01-17,2023-01-27,Ryan
2023-04-29,Central,Monitor,15,293.34,Store D,Retail,0.1,Eva,3960.09,Credit Card,Winter15,0,Reg100897,Cust 9960,21.03,2023-04-29,2023-05-01,Cameron
2025-02-16,South,Printer,18,204.58,Store C,Retail,0.1,Diana,3314.196,Cash,Unknown,0,Reg100898,Cust 5906,16.04,2025-02-16,2025-02-22,Sophie
2023-06-05,East,Printer,15,324.58,Store A,Retail,0.15,Diana,4138.395,Debit Card,Unknown,0,Reg100899,Cust 6579,24.57,2023-06-05,2023-06-09,Eric
2023-08-28,South,Phone,11,393.61,Store D,Wholesale,0.05,Frank,4113.2245,Debit Card,Winter15,0,Reg100900,Cust 1756,32.57,2023-08-28,2023-09-06,Sophie
2023-08-01,North,Printer,8,141.28,Store D,Wholesale,0.05,Frank,1073.728,Online,Freeship,0,Reg100901,Cust 8150,28.69,2023-08-01,2023-08-10,Ryan
2025-02-12,West,Phone,13,227.64,Store C,Retail,0.15,Frank,2515.422,Cash,Freeship,1,Reg100902,Cust 8999,46.67,2025-02-12,2025-02-20,Wendy
2023-07-03,Central,Laptop,19,341.07,Store C,Retail,0.1,Carlos,5832.297,Cash,Winter15,0,Reg100903,Cust 4277,47.75,2023-07-03,2023-07-06,Cameron
2025-05-09,Central,Phone,20,324.55,Store B,Wholesale,0.05,Eva,6166.45,Credit Card,Winter15,1,Reg100904,Cust 8751,21.21,2025-05-09,2025-05-13,Cameron
2024-05-05,West,Desk,16,301.07,Store B,Retail,0.1,Carlos,4335.408,Gift Card,Winter15,0,Reg100905,Cust 2482,5.58,2024-05-05,2024-05-14,Wendy
2024-01-08,South,Monitor,13,285.28,Store D,Retail,0.0,Eva,3708.639999999999,Gift Card,Save10,0,Reg100906,Cust 4078,31.2,2024-01-08,2024-01-15,Sophie
2025-01-13,South,Phone,15,18.04,Store C,Wholesale,0.0,Eva,270.6,Credit Card,Save10,1,Reg100907,Cust 9091,14.35,2025-01-13,2025-01-17,Sophie
2025-06-12,East,Printer,11,495.44,Store A,Wholesale,0.0,Bob,5449.84,Gift Card,Freeship,0,Reg100908,Cust 8706,44.77,2025-06-12,2025-06-18,Eric
2025-04-03,North,Laptop,12,276.42,Store C,Retail,0.15,Carlos,2819.484,Online,Unknown,0,Reg100909,Cust 5042,30.57,2025-04-03,2025-04-12,Ryan
2023-01-26,Central,Desk,7,228.32,Store C,Wholesale,0.15,Eva,1358.504,Debit Card,Freeship,0,Reg100910,Cust 3319,22.16,2023-01-26,2023-01-30,Cameron
2023-01-07,Central,Monitor,1,498.19,Store A,Wholesale,0.1,Bob,448.371,Gift Card,Save10,0,Reg100911,Cust 4139,25.55,2023-01-07,2023-01-11,Cameron
2025-01-15,North,Desk,18,375.83,Store C,Retail,0.1,Carlos,6088.446,Gift Card,Unknown,0,Reg100912,Cust 6993,15.13,2025-01-15,2025-01-23,Ryan
2024-11-30,East,Chair,18,130.36,Store B,Wholesale,0.0,Diana,2346.48,Debit Card,Save10,0,Reg100913,Cust 8397,34.6,2024-11-30,2024-12-05,Eric
2024-02-26,East,Monitor,13,585.88,Store B,Retail,0.15,Carlos,6473.973999999999,Credit Card,Winter15,0,Reg100914,Cust 3082,42.18,2024-02-26,2024-03-07,Eric
2025-06-11,North,Desk,19,278.04,Store B,Retail,0.05,Bob,5018.622,Credit Card,Save10,0,Reg100915,Cust 1156,16.4,2025-06-11,2025-06-15,Ryan
2023-11-29,Central,Phone,11,267.91,Store B,Retail,0.0,Eva,2947.01,Debit Card,Unknown,0,Reg100916,Cust 4720,12.05,2023-11-29,2023-12-04,Cameron
2024-06-27,South,Chair,12,369.54,Store B,Retail,0.05,Diana,4212.756,Debit Card,Winter15,1,Reg100917,Cust 7034,39.16,2024-06-27,2024-07-05,Sophie
2024-05-20,South,Monitor,13,284.3,Store A,Wholesale,0.05,Bob,3511.105,Online,Winter15,0,Reg100918,Cust 7218,48.73,2024-05-20,2024-05-27,Sophie
2023-06-17,West,Chair,12,427.1,Store C,Retail,0.0,Carlos,5125.200000000001,Gift Card,Winter15,1,Reg100919,Cust 2651,8.11,2023-06-17,2023-06-22,Wendy
2024-11-06,East,Monitor,11,200.3,Store D,Retail,0.1,Eva,1982.97,Debit Card,Winter15,1,Reg100920,Cust 1252,48.27,2024-11-06,2024-11-13,Eric
2025-02-12,North,Printer,4,75.8,Store C,Retail,0.15,Carlos,257.72,Credit Card,Save10,0,Reg100921,Cust 6679,12.22,2025-02-12,2025-02-20,Ryan
2025-04-09,North,Monitor,4,518.43,Store A,Wholesale,0.0,Alice,2073.72,Online,Save10,0,Reg100922,Cust 1656,30.86,2025-04-09,2025-04-14,Ryan
2024-08-18,North,Tablet,19,181.18,Store A,Wholesale,0.05,Carlos,3270.299,Credit Card,Freeship,0,Reg100923,Cust 9361,12.04,2024-08-18,2024-08-26,Ryan
2023-02-20,Central,Laptop,3,197.17,Store A,Wholesale,0.05,Frank,561.9345,Gift Card,Freeship,1,Reg100924,Cust 4270,30.29,2023-02-20,2023-02-23,Cameron
2025-04-28,North,Laptop,6,81.96,Store D,Wholesale,0.05,Diana,467.172,Credit Card,Winter15,0,Reg100925,Cust 3049,26.43,2025-04-28,2025-05-08,Ryan
2023-08-10,Central,Printer,3,59.78,Store C,Retail,0.0,Eva,179.34,Online,Save10,0,Reg100926,Cust 6415,46.98,2023-08-10,2023-08-13,Cameron
2024-06-24,North,Tablet,12,211.66,Store A,Wholesale,0.1,Carlos,2285.928,Credit Card,Save10,0,Reg100927,Cust 9856,10.36,2024-06-24,2024-06-29,Ryan
