customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3237-Ajgeh,Female,0,Yes,Yes,3,No,No Phone Service,Dsl,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,31.0,95.05,Yes
4707-Ynoqa,Female,0,Yes,Yes,34,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),25.6,917.15,No
9357-Ujrun,Male,0,Yes,No,24,Yes,Yes,Dsl,Yes,No,No,Yes,No,No,One Year,Yes,Electronic Check,58.35,1346.9,No
1591-Nfnlq,Male,0,No,No,51,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,No,Credit Card (Automatic),80.0,4242.35,Yes
8648-Pfrmp,Female,1,No,No,14,No,No Phone Service,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,46.35,672.7,No
7663-Cuxzb,Male,0,Yes,No,59,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,113.75,6561.25,No
0258-Nokbl,Male,0,No,No,3,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,90.4,268.45,No
1163-Vipri,Female,0,Yes,Yes,65,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Electronic Check,109.3,7337.55,No
2815-Cptul,Male,1,No,No,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,70.25,331.9,Yes
9348-Rouai,Female,0,Yes,Yes,59,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),90.3,5194.05,No
9443-Jubuo,Male,0,Yes,Yes,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),65.25,4478.85,No
0596-Bqceq,Female,0,Yes,Yes,62,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.15,6283.3,Yes
1481-Zuwza,Male,0,No,No,28,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),94.5,2659.4,Yes
3043-Tybno,Male,0,No,No,3,Yes,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,No,Mailed Check,60.65,196.9,No
4830-Faxfm,Male,0,No,Yes,19,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Credit Card (Automatic),24.1,439.2,No
5906-Bfozt,Male,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.5,19.5,No
2960-Nkrso,Male,0,No,No,24,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,85.95,2107.15,No
8996-Zroxe,Male,1,No,No,57,Yes,No,Dsl,No,No,Yes,Yes,No,No,One Year,Yes,Electronic Check,53.5,3035.8,No
5598-Ikhqq,Female,0,No,No,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.45,1866.45,No
0397-Zxwqf,Male,0,No,No,67,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer (Automatic),20.5,1430.95,No
5266-Pfrqk,Male,0,Yes,Yes,52,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card (Automatic),20.85,1071.6,No
4674-Hgnua,Male,0,Yes,Yes,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),89.9,6457.15,No
6765-Mbqnu,Female,0,Yes,No,26,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,26.0,684.05,No
9786-Ijydl,Female,0,No,No,35,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,113.2,3914.05,No
1303-Srdok,Female,0,Yes,Yes,55,Yes,No,Fiber Optic,No,No,No,No,No,No,Two Year,Yes,Credit Card (Automatic),69.05,3842.6,No
3769-Mhznv,Female,0,Yes,Yes,33,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,20.1,670.35,No
6295-Osinb,Male,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,109.65,7880.25,No
3308-Mhooc,Male,0,No,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,19.2,19.2,No
2309-Osfeu,Male,0,No,No,10,No,No Phone Service,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Mailed Check,33.9,298.45,Yes
2207-Qpjed,Female,1,Yes,No,37,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,90.0,3371.75,No
4177-Jpdfu,Male,0,No,No,12,No,No Phone Service,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,No,Mailed Check,34.0,442.45,No
2239-Cfouj,Male,0,Yes,Yes,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.4,20.4,No
8046-Dnvtl,Male,0,Yes,No,62,No,No Phone Service,Dsl,Yes,Yes,No,Yes,No,No,Two Year,Yes,Credit Card (Automatic),38.6,2345.55,No
2209-Xadxf,Female,0,No,No,1,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),25.25,25.25,No
6620-Jdynw,Female,0,No,No,18,Yes,Yes,Dsl,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,60.6,1156.35,No
1891-Fzysa,Male,1,Yes,No,69,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,89.95,6143.15,Yes
4770-Uezox,Male,0,No,No,2,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.75,144.8,No
1038-Rqost,Male,0,Yes,Yes,19,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.6,414.95,No
7613-Llqfo,Male,0,No,No,12,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,84.45,1059.55,Yes
4568-Ttzrt,Male,0,No,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.4,181.8,No
9513-Dxhda,Male,0,No,No,27,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Electronic Check,81.7,2212.55,No
2640-Pmgfl,Male,0,No,Yes,27,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,79.5,2180.55,Yes
3801-Hmynl,Male,0,Yes,Yes,1,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,89.15,89.15,Yes
0516-Qreyc,Female,1,No,No,24,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.3,459.95,No
9685-Wkzgt,Male,1,No,No,14,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.95,1036.75,Yes
6022-Uggso,Female,1,No,No,32,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.4,2276.95,Yes
8084-Oivbs,Female,0,No,No,11,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.0,211.95,No
8896-Bqtti,Male,0,No,No,1,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,25.0,25,No
3865-Qbwsj,Male,1,No,Yes,38,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,80.45,3162.65,No
3352-Ricwq,Female,0,Yes,Yes,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.75,210.65,No
2160-Gpfxd,Male,0,Yes,Yes,54,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,No,Two Year,Yes,Credit Card (Automatic),65.65,3566.7,No
2065-Mmkgr,Female,0,No,No,29,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),71.0,2080.1,No
5857-Tybcj,Male,1,Yes,No,44,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,89.2,4040.2,No
1498-Nhtlt,Male,0,Yes,Yes,59,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Electronic Check,86.75,5186,No
4484-Cgxfk,Female,0,No,No,3,Yes,No,Dsl,No,No,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,55.3,196.15,Yes
1402-Pthgn,Female,0,Yes,Yes,18,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,One Year,Yes,Mailed Check,61.5,1087.45,No
4176-Reljr,Male,1,No,No,67,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),25.1,1672.15,No
6214-Edakz,Female,0,Yes,Yes,22,Yes,No,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,No,Electronic Check,55.15,1206.05,Yes
5199-Fpusp,Male,0,No,Yes,33,No,No Phone Service,Dsl,Yes,No,No,Yes,No,No,One Year,No,Credit Card (Automatic),34.05,1113.95,No
6377-Kslxc,Male,0,No,No,5,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.95,107.05,No
1796-Janow,Female,0,No,No,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.95,38.15,No
0238-Whbiq,Male,0,Yes,Yes,72,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),89.7,6339.3,No
8735-Nblwt,Male,0,No,Yes,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.4,184.1,No
6651-Rlggm,Male,0,Yes,Yes,67,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,26.3,1688.9,No
6127-Isgtu,Female,0,Yes,No,16,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,84.95,1378.25,Yes
1614-Jbebi,Female,0,No,No,8,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.7,137.6,No
8740-Xlhdr,Male,0,No,No,5,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,43.25,219,Yes
1208-Dnhln,Male,0,Yes,Yes,23,Yes,Yes,Dsl,No,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),48.35,1067.15,Yes
1761-Aezzr,Male,0,No,No,1,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,79.55,79.55,Yes
3923-Csihk,Female,1,Yes,No,50,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,71.05,3444.85,Yes
5696-Excys,Male,0,No,No,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.45,369.05,No
5795-Ktgud,Female,0,Yes,No,68,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),110.8,7553.6,No
7120-Rfmvs,Male,0,No,No,1,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,84.5,84.5,Yes
7924-Gjzfi,Female,1,Yes,No,25,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,69.3,1813.1,No
4702-Hdrkd,Male,0,No,No,67,No,No Phone Service,Dsl,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Transfer (Automatic),49.35,3321.35,No
8512-Wiwyv,Male,0,No,No,32,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),20.35,707.5,No
5897-Zyekh,Female,1,Yes,No,67,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,One Year,Yes,Electronic Check,105.6,7112.15,No
5456-Itgic,Male,1,Yes,No,72,No,No Phone Service,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),64.45,4641.1,No
7317-Ggvpb,Male,0,Yes,No,71,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),108.6,7690.9,Yes
1406-Puqvy,Male,0,No,Yes,1,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,49.9,49.9,No
1322-Agoqm,Male,0,No,No,46,No,No Phone Service,Dsl,No,Yes,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),30.3,1380.1,Yes
3677-Iyrbf,Female,1,No,No,2,No,No Phone Service,Dsl,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,30.4,78.65,Yes
5692-Fptah,Female,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.4,45.4,Yes
9114-Aafqh,Female,0,Yes,No,48,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,One Year,Yes,Electronic Check,65.65,3094.65,No
8715-Kktfg,Female,0,Yes,No,61,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),103.3,6518.35,No
1550-Loaha,Female,0,Yes,No,32,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),84.15,2585.95,Yes
1728-Bqdma,Female,0,No,No,2,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,No,Electronic Check,44.45,82.7,No
0268-Qkiwo,Female,0,No,No,3,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Electronic Check,19.75,58.85,Yes
0876-Wduuz,Female,0,No,No,5,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),85.4,425.9,Yes
5117-Zsmhq,Female,0,Yes,Yes,71,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),89.9,6342.7,No
5151-Hqrdg,Male,0,Yes,No,37,Yes,Yes,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,55.05,2030.75,No
0960-Huwbm,Male,0,Yes,Yes,65,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),104.1,6700.05,No
6465-Gsrcl,Female,0,No,Yes,67,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),106.6,7244.7,No
0617-Fhsgk,Male,0,No,Yes,49,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Credit Card (Automatic),75.2,3678.3,Yes
0263-Fjtqo,Male,0,Yes,Yes,50,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,No,Two Year,Yes,Credit Card (Automatic),70.5,3486.65,No
7319-Znrtr,Male,0,Yes,Yes,25,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,19.6,411.15,No
2858-Mofsq,Female,0,No,Yes,17,Yes,Yes,Dsl,No,No,Yes,No,No,No,One Year,Yes,Mailed Check,55.85,937.5,Yes
7503-Epszw,Female,0,Yes,Yes,64,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,24.05,1559.15,No
7089-Xxayg,Male,0,Yes,No,25,No,No Phone Service,Dsl,No,No,Yes,No,Yes,No,One Year,Yes,Credit Card (Automatic),38.1,970.4,No
8118-Lsuel,Male,1,No,No,23,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,106.4,2483.5,Yes
8070-Aawzp,Male,1,Yes,No,24,No,No Phone Service,Dsl,No,No,Yes,Yes,No,No,Month-To-Month,No,Mailed Check,34.25,828.2,No
1666-Jxlku,Female,0,No,No,37,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,100.05,3810.55,No
7855-Diwpo,Female,0,No,No,21,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,68.65,1493.2,No
5133-Powua,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,45.8,45.8,No
5652-Msdey,Female,0,No,No,10,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,75.75,777.3,No
7005-Ccbkv,Male,0,No,No,6,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,84.4,556.35,Yes
1810-Bohsy,Male,0,Yes,No,51,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card (Automatic),96.4,4911.05,No
1784-Bxefa,Female,0,No,No,10,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Mailed Check,20.55,187.35,No
7351-Mhqvu,Female,0,No,No,6,No,No Phone Service,Dsl,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Credit Card (Automatic),50.95,307.6,No
9224-Vtyid,Male,0,Yes,Yes,47,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.5,4318.35,No
9500-Iwpxq,Female,0,Yes,Yes,61,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Electronic Check,79.4,4820.55,No
5762-Tjxgk,Female,0,No,No,52,No,No Phone Service,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),58.75,3038.55,No
4504-Youla,Female,0,Yes,Yes,35,Yes,Yes,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),59.45,2136.9,No
5569-Idsey,Male,0,Yes,No,71,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),105.7,7472.15,No
4250-Fdvou,Female,0,No,No,6,Yes,No,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,56.25,389.1,Yes
7284-Zzloh,Male,0,Yes,No,45,Yes,No,Dsl,Yes,No,Yes,No,No,No,Two Year,No,Credit Card (Automatic),53.3,2296.25,No
5277-Zloor,Female,1,No,No,2,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,85.55,187.45,Yes
2141-Rrygo,Female,0,No,No,4,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),68.65,261.25,Yes
1777-Jyqpj,Male,0,No,No,2,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,24.3,38.45,No
6376-Gahqe,Male,0,No,No,4,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,77.85,299.2,Yes
3401-Urhda,Male,0,No,No,51,Yes,Yes,Dsl,Yes,No,No,Yes,No,No,One Year,No,Credit Card (Automatic),59.9,3043.6,No
1599-Eahxy,Male,0,Yes,Yes,60,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),23.95,1506.4,No
8631-Xvrzl,Male,0,No,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,20.15,163.7,No
5052-Pnlos,Male,0,No,No,3,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),105.35,323.25,Yes
3853-Lygam,Male,0,No,No,17,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),95.65,1640,No
6979-Znsff,Female,0,No,No,8,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,87.05,762.1,Yes
5751-Usdbl,Male,0,Yes,Yes,46,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,81.0,3846.35,No
5680-Lqogp,Female,0,No,No,68,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),82.45,5646.6,No
2386-Lahrk,Male,0,No,No,1,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,53.5,53.5,Yes
8189-Dukmv,Female,0,Yes,No,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer (Automatic),20.5,79.05,No
6032-Igaln,Female,0,No,No,1,No,No Phone Service,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Mailed Check,25.1,25.1,Yes
9931-Dcezh,Male,0,No,Yes,28,Yes,No,Dsl,No,Yes,No,Yes,No,No,One Year,Yes,Credit Card (Automatic),54.4,1516.6,No
1898-Jsndc,Female,0,No,No,39,Yes,No,Dsl,No,Yes,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),58.6,2224.5,No
0315-Lvcrk,Male,0,No,No,11,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,84.8,888.75,No
3911-Rsnhi,Female,0,Yes,No,71,No,No Phone Service,Dsl,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),61.4,4310.35,No
2410-Ciyfz,Male,0,No,Yes,2,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,20.4,42.9,No
4248-Hcetz,Male,1,Yes,No,30,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,79.65,2365.15,Yes
5505-Ovwqw,Female,0,No,No,17,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.15,353.65,No
7271-Ajdtl,Female,0,Yes,No,55,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),94.45,5073.1,No
1867-Tjhts,Female,0,No,No,58,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),79.8,4526.85,No
0516-Wjvxc,Female,0,No,No,5,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,54.2,308.25,Yes
9174-Fkwze,Female,1,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,Yes,Electronic Check,19.45,19.45,Yes
6860-Yrjzp,Male,1,No,No,9,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,74.05,678.45,No
4429-Wygfr,Male,0,No,No,26,Yes,No,Dsl,No,No,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),49.15,1237.3,No
2817-Lvcpp,Female,0,No,No,50,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card (Automatic),19.4,1023.95,No
5038-Etmlm,Female,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),113.65,8182.75,No
5056-Fimpt,Female,0,No,Yes,43,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),106.0,4532.3,No
4521-Wfjai,Male,0,No,No,56,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer (Automatic),25.95,1444.05,No
6569-Ktmdu,Female,0,No,No,1,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-To-Month,No,Mailed Check,19.1,19.1,No
8809-Rihdd,Male,0,Yes,Yes,72,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Electronic Check,103.4,7372.65,Yes
8809-Xkhmd,Male,0,Yes,No,72,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Transfer (Automatic),100.55,7325.1,No
0396-Ychwo,Male,0,Yes,No,36,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,95.4,3474.2,No
0867-Ldttc,Male,0,No,No,5,Yes,No,Dsl,No,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),75.15,392.65,No
4822-Ngoch,Female,0,No,No,13,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,84.45,1058.6,Yes
9391-Dxggg,Female,1,No,No,44,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card (Automatic),89.15,3990.75,No
9844-Felaj,Female,1,Yes,Yes,70,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,107.9,7475.85,No
2122-Szzzd,Male,0,No,No,44,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card (Automatic),19.5,835.5,No
5307-Dzcvc,Female,1,Yes,No,32,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),85.95,2628.6,Yes
3148-Aoiqt,Female,0,Yes,No,69,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card (Automatic),24.95,1718.35,No
