age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
39,Management,Single,Tertiary,No,0,Yes,No,Cellular,16,1900-04-01,81,2,-1,0,Unknown,No
36,Services,Single,Secondary,No,398,Yes,Yes,Unknown,17,1900-06-01,77,2,-1,0,Unknown,No
33,Blue-Collar,Married,Secondary,No,745,Yes,No,Unknown,23,1900-05-01,115,4,-1,0,Unknown,No
48,Management,Single,Tertiary,No,8106,No,No,Unknown,17,1900-11-01,125,1,111,3,Failure,No
33,Management,Single,Tertiary,No,0,No,No,Cellular,19,1900-08-01,53,4,-1,0,Unknown,No
67,Retired,Married,Unknown,No,696,No,No,Telephone,4,1900-05-01,77,2,-1,0,Unknown,No
48,Unemployed,Divorced,Secondary,No,1266,Yes,No,Telephone,3,1900-02-01,45,1,-1,0,Unknown,No
57,Management,Married,Tertiary,No,2416,No,No,Cellular,11,1900-08-01,74,2,-1,0,Unknown,No
31,Housemaid,Married,Primary,No,25,No,No,Cellular,21,1900-08-01,169,5,-1,0,Unknown,No
30,Student,Single,Tertiary,No,7513,No,No,Cellular,11,1900-08-01,269,2,-1,0,Unknown,No
56,Entrepreneur,Divorced,Primary,No,29,No,No,Cellular,29,1900-01-01,52,2,227,1,Failure,No
26,Blue-Collar,Married,Primary,No,5116,Yes,No,Cellular,22,1900-07-01,246,3,-1,0,Unknown,No
44,Management,Married,Secondary,No,-1746,Yes,No,Unknown,20,1900-06-01,218,1,-1,0,Unknown,No
44,Technician,Divorced,Secondary,No,14,No,No,Cellular,13,1900-11-01,167,1,92,1,Success,Yes
31,Management,Married,Tertiary,No,4148,Yes,No,Cellular,21,1900-11-01,316,3,99,9,Other,Yes
47,Self-Employed,Married,Unknown,No,14,Yes,No,Cellular,15,1900-05-01,142,1,-1,0,Unknown,No
30,Admin.,Single,Secondary,No,105,Yes,No,Cellular,21,1900-11-01,75,1,-1,0,Unknown,No
37,Management,Married,Tertiary,No,767,No,Yes,Cellular,2,1900-02-01,204,1,-1,0,Unknown,No
56,Admin.,Divorced,Primary,No,0,No,Yes,Cellular,10,1900-07-01,542,1,-1,0,Unknown,No
43,Management,Single,Secondary,No,-228,Yes,Yes,Unknown,16,1900-05-01,122,2,-1,0,Unknown,No
42,Services,Married,Secondary,No,508,Yes,No,Unknown,30,1900-05-01,70,1,-1,0,Unknown,No
60,Management,Married,Secondary,No,725,Yes,No,Cellular,8,1900-07-01,266,1,-1,0,Unknown,No
34,Blue-Collar,Married,Unknown,No,41,Yes,No,Cellular,6,1900-05-01,34,9,-1,0,Unknown,No
34,Management,Single,Tertiary,No,184,No,No,Cellular,22,1900-07-01,203,4,-1,0,Unknown,No
41,Management,Married,Tertiary,No,251,No,Yes,Unknown,6,1900-06-01,85,3,-1,0,Unknown,No
38,Management,Divorced,Secondary,No,-17,No,No,Cellular,21,1900-11-01,11,4,-1,0,Unknown,No
23,Services,Married,Secondary,No,-19,Yes,No,Unknown,20,1900-06-01,13,10,-1,0,Unknown,No
33,Management,Married,Tertiary,No,1064,Yes,No,Cellular,13,1900-05-01,562,1,-1,0,Unknown,Yes
36,Blue-Collar,Married,Secondary,No,777,Yes,No,Cellular,6,1900-05-01,185,3,-1,0,Unknown,No
49,Unemployed,Married,Tertiary,No,377,No,No,Cellular,22,1900-05-01,158,1,59,2,Failure,No
34,Admin.,Divorced,Secondary,No,479,Yes,No,Cellular,12,1900-05-01,515,1,350,5,Failure,Yes
40,Technician,Divorced,Secondary,No,-375,Yes,No,Cellular,13,1900-05-01,60,5,-1,0,Unknown,No
72,Retired,Married,Primary,No,796,No,No,Cellular,24,1900-04-01,173,2,-1,0,Unknown,No
43,Technician,Married,Secondary,No,17,Yes,No,Unknown,16,1900-05-01,353,4,-1,0,Unknown,No
44,Blue-Collar,Married,Secondary,No,1071,Yes,No,Cellular,11,1900-05-01,143,3,357,1,Failure,No
35,Admin.,Married,Secondary,No,0,Yes,No,Cellular,20,1900-04-01,18,5,-1,0,Unknown,No
46,Admin.,Divorced,Secondary,No,7378,No,No,Cellular,18,1900-11-01,466,1,-1,0,Unknown,No
55,Admin.,Married,Secondary,No,865,Yes,No,Cellular,17,1900-04-01,85,1,151,1,Failure,No
50,Technician,Divorced,Secondary,No,-701,Yes,Yes,Cellular,24,1900-07-01,148,1,-1,0,Unknown,No
23,Blue-Collar,Single,Unknown,No,817,Yes,No,Cellular,18,1900-05-01,123,1,-1,0,Unknown,No
34,Student,Married,Unknown,No,1387,No,No,Cellular,30,1900-04-01,121,1,-1,0,Unknown,No
40,Blue-Collar,Married,Secondary,No,0,Yes,Yes,Unknown,29,1900-05-01,245,3,-1,0,Unknown,No
61,Retired,Married,Secondary,No,2917,No,No,Cellular,6,1900-10-01,215,1,-1,0,Unknown,Yes
53,Technician,Married,Secondary,No,4541,Yes,No,Unknown,15,1900-05-01,190,6,-1,0,Unknown,No
57,Technician,Married,Secondary,No,0,No,No,Unknown,13,1900-05-01,44,1,-1,0,Unknown,No
28,Blue-Collar,Married,Secondary,No,4287,No,No,Cellular,30,1900-04-01,171,1,-1,0,Unknown,No
25,Admin.,Married,Secondary,No,242,Yes,No,Cellular,30,1900-07-01,62,12,-1,0,Unknown,No
38,Blue-Collar,Married,Secondary,No,171,Yes,Yes,Unknown,20,1900-05-01,172,1,-1,0,Unknown,No
27,Services,Single,Secondary,No,259,Yes,No,Unknown,23,1900-05-01,78,10,-1,0,Unknown,No
45,Blue-Collar,Married,Secondary,No,827,Yes,No,Unknown,15,1900-05-01,319,5,-1,0,Unknown,No
31,Services,Single,Secondary,No,469,No,Yes,Cellular,2,1900-02-01,111,1,-1,0,Unknown,No
39,Blue-Collar,Married,Primary,No,2226,Yes,No,Unknown,6,1900-05-01,158,1,-1,0,Unknown,No
42,Technician,Married,Secondary,No,0,No,No,Cellular,29,1900-08-01,82,12,-1,0,Unknown,No
46,Management,Married,Tertiary,No,477,Yes,No,Unknown,20,1900-05-01,128,6,-1,0,Unknown,No
36,Services,Married,Secondary,No,42,Yes,No,Unknown,8,1900-05-01,102,4,-1,0,Unknown,No
30,Management,Single,Tertiary,No,775,Yes,No,Unknown,16,1900-06-01,124,2,-1,0,Unknown,No
32,Blue-Collar,Married,Secondary,No,9,Yes,No,Cellular,17,1900-04-01,334,2,-1,0,Unknown,No
52,Technician,Married,Tertiary,No,2557,No,No,Cellular,28,1900-01-01,134,5,204,2,Success,Yes
31,Management,Married,Tertiary,No,2395,No,No,Cellular,27,1900-04-01,218,1,-1,0,Unknown,No
60,Management,Married,Primary,No,4895,No,No,Unknown,9,1900-06-01,313,1,-1,0,Unknown,No
35,Blue-Collar,Single,Secondary,No,376,Yes,Yes,Unknown,6,1900-05-01,207,3,-1,0,Unknown,No
38,Management,Married,Tertiary,No,389,Yes,No,Unknown,6,1900-05-01,262,1,-1,0,Unknown,No
46,Management,Divorced,Tertiary,No,134,No,No,Cellular,19,1900-08-01,134,2,-1,0,Unknown,No
45,Entrepreneur,Divorced,Tertiary,No,1273,Yes,Yes,Unknown,11,1900-06-01,197,3,-1,0,Unknown,No
59,Services,Married,Secondary,No,0,Yes,No,Cellular,12,1900-05-01,214,3,-1,0,Unknown,No
34,Management,Married,Tertiary,No,2892,Yes,Yes,Cellular,30,1900-07-01,1165,7,-1,0,Unknown,No
33,Technician,Divorced,Secondary,No,0,Yes,No,Cellular,7,1900-05-01,177,2,-1,0,Unknown,No
46,Management,Single,Secondary,No,295,Yes,No,Unknown,23,1900-05-01,141,6,-1,0,Unknown,No
48,Admin.,Married,Secondary,No,292,Yes,Yes,Cellular,29,1900-07-01,164,6,-1,0,Unknown,No
31,Services,Single,Secondary,No,85,No,No,Cellular,16,1900-07-01,151,1,-1,0,Unknown,No
32,Technician,Married,Secondary,No,4,No,No,Cellular,4,1900-02-01,145,2,260,4,Failure,No
35,Blue-Collar,Divorced,Primary,No,-587,Yes,No,Unknown,26,1900-05-01,111,1,-1,0,Unknown,No
36,Blue-Collar,Single,Primary,No,367,No,No,Cellular,2,1900-02-01,217,1,221,1,Failure,No
52,Management,Married,Tertiary,No,-1224,Yes,No,Cellular,7,1900-05-01,253,4,-1,0,Unknown,No
45,Management,Divorced,Tertiary,No,959,No,No,Unknown,18,1900-06-01,74,1,-1,0,Unknown,No
34,Management,Married,Tertiary,No,0,No,No,Cellular,20,1900-08-01,263,2,-1,0,Unknown,No
25,Blue-Collar,Married,Primary,Yes,-589,Yes,No,Unknown,3,1900-06-01,233,1,-1,0,Unknown,No
26,Management,Single,Tertiary,No,-8,No,No,Cellular,13,1900-08-01,402,2,-1,0,Unknown,No
57,Management,Married,Unknown,No,0,No,No,Cellular,30,1900-09-01,585,1,-1,0,Unknown,No
48,Management,Married,Primary,No,247,Yes,Yes,Unknown,14,1900-05-01,145,1,-1,0,Unknown,No
48,Technician,Married,Unknown,No,5543,No,No,Unknown,16,1900-06-01,143,5,-1,0,Unknown,No
32,Blue-Collar,Married,Primary,No,642,No,Yes,Cellular,8,1900-07-01,524,1,-1,0,Unknown,No
58,Retired,Married,Secondary,No,11,No,No,Cellular,11,1900-08-01,270,1,-1,0,Unknown,No
57,Management,Married,Primary,No,-226,Yes,No,Unknown,4,1900-06-01,272,1,-1,0,Unknown,No
31,Entrepreneur,Married,Tertiary,No,5191,No,No,Cellular,20,1900-11-01,187,2,-1,0,Unknown,No
33,Blue-Collar,Single,Secondary,No,-320,No,No,Cellular,18,1900-05-01,268,2,-1,0,Unknown,No
53,Entrepreneur,Married,Tertiary,No,2289,Yes,Yes,Cellular,17,1900-11-01,183,1,-1,0,Unknown,No
36,Admin.,Married,Secondary,No,725,Yes,No,Cellular,27,1900-02-01,123,3,99,8,Failure,No
32,Technician,Single,Tertiary,No,705,Yes,No,Cellular,20,1900-04-01,20,4,-1,0,Unknown,No
45,Blue-Collar,Married,Secondary,No,776,Yes,No,Cellular,6,1900-02-01,232,4,253,1,Failure,No
35,Unemployed,Married,Tertiary,No,816,Yes,No,Cellular,19,1900-11-01,547,7,-1,0,Unknown,No
41,Services,Married,Secondary,No,171,No,No,Cellular,21,1900-07-01,71,9,-1,0,Unknown,No
54,Services,Married,Secondary,No,812,No,No,Cellular,31,1900-07-01,113,6,-1,0,Unknown,No
49,Services,Married,Secondary,No,823,No,No,Cellular,8,1900-08-01,780,4,-1,0,Unknown,Yes
28,Technician,Single,Secondary,No,1453,Yes,No,Cellular,12,1900-05-01,246,1,343,1,Other,No
24,Blue-Collar,Single,Unknown,No,431,Yes,No,Unknown,3,1900-06-01,108,12,-1,0,Unknown,No
30,Admin.,Single,Secondary,No,1009,Yes,No,Cellular,29,1900-01-01,253,1,-1,0,Unknown,No
32,Self-Employed,Married,Primary,No,286,Yes,No,Cellular,6,1900-08-01,175,1,-1,0,Unknown,No
53,Entrepreneur,Married,Tertiary,No,22370,Yes,No,Unknown,15,1900-05-01,106,1,-1,0,Unknown,No
42,Blue-Collar,Married,Primary,No,2111,Yes,No,Cellular,7,1900-05-01,86,2,-1,0,Unknown,No
48,Blue-Collar,Married,Primary,No,5366,Yes,No,Unknown,21,1900-05-01,248,3,-1,0,Unknown,No
33,Technician,Married,Secondary,No,181,Yes,Yes,Telephone,28,1900-07-01,265,2,-1,0,Unknown,No
31,Blue-Collar,Divorced,Secondary,No,-452,Yes,No,Unknown,26,1900-05-01,182,5,-1,0,Unknown,No
56,Unemployed,Divorced,Primary,No,1770,No,No,Cellular,5,1900-02-01,916,3,-1,0,Unknown,No
58,Retired,Married,Primary,No,0,No,No,Cellular,4,1900-08-01,506,1,-1,0,Unknown,No
37,Admin.,Single,Secondary,No,-296,Yes,No,Cellular,20,1900-04-01,81,1,-1,0,Unknown,No
59,Management,Married,Primary,No,2358,Yes,No,Cellular,17,1900-04-01,30,1,-1,0,Unknown,No
50,Management,Single,Tertiary,No,1200,No,No,Cellular,14,1900-08-01,904,3,-1,0,Unknown,Yes
39,Housemaid,Single,Primary,No,109,Yes,No,Unknown,6,1900-05-01,699,3,-1,0,Unknown,No
30,Technician,Married,Secondary,No,616,Yes,No,Cellular,6,1900-05-01,19,1,-1,0,Unknown,No
47,Services,Divorced,Secondary,No,4906,Yes,No,Unknown,14,1900-05-01,389,1,-1,0,Unknown,No
44,Self-Employed,Married,Secondary,No,313,No,No,Cellular,6,1900-08-01,211,4,-1,0,Unknown,No
38,Blue-Collar,Married,Primary,No,290,Yes,No,Cellular,16,1900-04-01,283,1,-1,0,Unknown,No
50,Management,Married,Tertiary,No,1240,No,No,Cellular,12,1900-08-01,474,2,-1,0,Unknown,No
27,Admin.,Single,Tertiary,No,3672,Yes,No,Cellular,15,1900-05-01,157,2,351,5,Failure,No
73,Retired,Married,Secondary,No,19,No,No,Cellular,5,1900-11-01,509,2,-1,0,Unknown,No
46,Blue-Collar,Married,Primary,No,143,Yes,No,Unknown,7,1900-05-01,279,1,-1,0,Unknown,No
56,Retired,Divorced,Secondary,No,212,No,Yes,Telephone,17,1900-07-01,27,1,-1,0,Unknown,No
36,Management,Married,Tertiary,No,9,No,No,Cellular,11,1900-08-01,386,4,-1,0,Unknown,Yes
33,Blue-Collar,Married,Primary,No,3074,No,No,Cellular,18,1900-11-01,679,1,-1,0,Unknown,No
40,Management,Married,Tertiary,No,1734,Yes,No,Unknown,2,1900-06-01,169,1,-1,0,Unknown,No
52,Management,Married,Tertiary,No,575,No,No,Unknown,3,1900-06-01,315,1,-1,0,Unknown,No
51,Blue-Collar,Married,Secondary,No,397,Yes,No,Cellular,20,1900-08-01,293,2,-1,0,Unknown,No
33,Blue-Collar,Married,Secondary,No,640,Yes,No,Cellular,3,1900-02-01,439,3,-1,0,Unknown,No
54,Services,Married,Secondary,No,158,Yes,No,Unknown,19,1900-05-01,198,1,-1,0,Unknown,No
44,Management,Married,Secondary,No,2984,Yes,No,Unknown,15,1900-05-01,770,2,-1,0,Unknown,No
50,Entrepreneur,Married,Secondary,No,1011,Yes,No,Telephone,30,1900-07-01,340,2,-1,0,Unknown,No
45,Blue-Collar,Single,Secondary,No,0,Yes,No,Cellular,26,1900-04-01,1472,1,192,4,Failure,Yes
36,Management,Married,Tertiary,No,1133,Yes,No,Cellular,4,1900-08-01,293,1,181,2,Other,Yes
42,Technician,Married,Secondary,No,4945,Yes,No,Cellular,2,1900-03-01,311,2,-1,0,Unknown,Yes
37,Technician,Married,Secondary,No,712,Yes,No,Cellular,18,1900-11-01,291,2,-1,0,Unknown,No
28,Services,Single,Secondary,No,-427,Yes,Yes,Unknown,21,1900-05-01,965,2,-1,0,Unknown,No
56,Admin.,Married,Secondary,No,2146,No,Yes,Unknown,9,1900-06-01,594,1,-1,0,Unknown,No
59,Admin.,Married,Secondary,No,92,Yes,No,Cellular,12,1900-05-01,139,2,350,1,Failure,No
32,Unemployed,Married,Secondary,No,10,Yes,No,Unknown,6,1900-05-01,501,4,-1,0,Unknown,No
57,Retired,Married,Primary,No,1238,Yes,No,Cellular,15,1900-07-01,274,1,-1,0,Unknown,No
49,Admin.,Single,Secondary,No,981,Yes,No,Telephone,21,1900-11-01,10,3,-1,0,Unknown,No
56,Entrepreneur,Married,Unknown,No,575,No,No,Unknown,20,1900-06-01,18,2,-1,0,Unknown,No
48,Admin.,Divorced,Unknown,No,-70,No,No,Cellular,14,1900-05-01,243,1,-1,0,Unknown,No
27,Student,Single,Tertiary,No,3733,Yes,No,Cellular,22,1900-05-01,198,1,98,6,Success,Yes
31,Management,Single,Tertiary,No,574,Yes,No,Cellular,16,1900-07-01,410,2,-1,0,Unknown,No
28,Blue-Collar,Single,Secondary,No,43,No,No,Unknown,19,1900-05-01,190,1,-1,0,Unknown,No
36,Management,Married,Tertiary,No,428,No,No,Unknown,28,1900-05-01,121,1,-1,0,Unknown,No
58,Housemaid,Married,Primary,No,0,Yes,No,Telephone,9,1900-07-01,148,1,-1,0,Unknown,No
46,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,20,1900-04-01,239,2,259,2,Failure,No
32,Management,Single,Tertiary,No,474,Yes,No,Cellular,7,1900-08-01,90,3,-1,0,Unknown,No
39,Services,Married,Secondary,No,-540,No,No,Unknown,6,1900-06-01,29,1,-1,0,Unknown,No
35,Self-Employed,Married,Tertiary,No,560,Yes,No,Cellular,2,1900-04-01,58,1,136,1,Failure,No
31,Management,Married,Tertiary,No,325,Yes,No,Cellular,18,1900-07-01,1139,2,-1,0,Unknown,Yes
29,Management,Single,Tertiary,No,437,No,No,Cellular,5,1900-08-01,504,1,92,1,Success,Yes
48,Blue-Collar,Married,Primary,No,574,No,No,Cellular,5,1900-08-01,348,1,-1,0,Unknown,No
60,Retired,Married,Primary,No,0,No,No,Telephone,30,1900-07-01,130,3,-1,0,Unknown,No
74,Retired,Married,Secondary,No,935,No,No,Cellular,26,1900-01-01,100,1,104,1,Other,No
30,Services,Married,Secondary,No,699,Yes,No,Unknown,29,1900-05-01,544,1,-1,0,Unknown,No
52,Admin.,Single,Primary,No,0,No,No,Unknown,19,1900-05-01,182,11,-1,0,Unknown,No
24,Blue-Collar,Married,Secondary,No,-220,Yes,No,Cellular,2,1900-04-01,90,1,-1,0,Unknown,No
29,Services,Married,Secondary,No,11417,Yes,No,Unknown,28,1900-05-01,272,2,-1,0,Unknown,No
33,Housemaid,Married,Primary,No,212,Yes,No,Cellular,11,1900-07-01,260,2,-1,0,Unknown,No
34,Blue-Collar,Married,Secondary,No,67,Yes,Yes,Unknown,8,1900-05-01,672,3,-1,0,Unknown,No
45,Admin.,Divorced,Secondary,No,0,No,No,Cellular,29,1900-10-01,264,1,-1,0,Unknown,Yes
31,Blue-Collar,Married,Secondary,No,0,No,Yes,Telephone,15,1900-07-01,275,2,-1,0,Unknown,No
45,Technician,Married,Secondary,No,1673,No,No,Cellular,23,1900-10-01,76,1,-1,0,Unknown,No
27,Services,Married,Secondary,No,-1202,Yes,No,Unknown,4,1900-06-01,749,2,-1,0,Unknown,No
30,Management,Single,Tertiary,No,4213,No,No,Cellular,25,1900-08-01,142,4,-1,0,Unknown,No
45,Blue-Collar,Married,Primary,No,0,No,No,Cellular,26,1900-08-01,454,2,-1,0,Unknown,No
57,Blue-Collar,Married,Secondary,No,1521,Yes,Yes,Cellular,18,1900-05-01,102,2,178,5,Failure,No
34,Management,Married,Tertiary,No,1310,No,No,Telephone,30,1900-01-01,521,3,158,7,Other,No
40,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,17,1900-11-01,57,1,-1,0,Unknown,No
39,Management,Married,Tertiary,No,399,No,No,Cellular,9,1900-04-01,504,1,-1,0,Unknown,No
46,Technician,Married,Tertiary,No,405,No,No,Cellular,11,1900-08-01,138,3,-1,0,Unknown,No
55,Management,Divorced,Tertiary,No,9756,Yes,No,Cellular,5,1900-06-01,103,2,95,1,Other,Yes
25,Management,Single,Tertiary,No,2506,No,No,Cellular,17,1900-02-01,485,1,-1,0,Unknown,Yes
34,Management,Married,Tertiary,No,697,No,No,Cellular,5,1900-08-01,166,1,-1,0,Unknown,No
37,Blue-Collar,Married,Primary,No,403,Yes,No,Cellular,8,1900-05-01,318,2,338,1,Success,No
64,Retired,Divorced,Tertiary,No,890,No,No,Cellular,3,1900-07-01,531,3,-1,0,Unknown,No
45,Technician,Divorced,Secondary,No,809,Yes,No,Cellular,13,1900-05-01,155,2,363,4,Failure,No
57,Housemaid,Married,Secondary,No,158,Yes,No,Telephone,10,1900-07-01,73,1,-1,0,Unknown,No
21,Student,Single,Unknown,No,137,Yes,No,Unknown,12,1900-05-01,198,3,-1,0,Unknown,No
58,Housemaid,Married,Secondary,No,2705,No,No,Telephone,14,1900-08-01,137,1,-1,0,Unknown,No
41,Blue-Collar,Single,Secondary,No,75,Yes,No,Unknown,1,1900-07-01,479,9,-1,0,Unknown,Yes
41,Management,Married,Unknown,No,2457,Yes,No,Unknown,9,1900-05-01,285,1,-1,0,Unknown,No
58,Management,Married,Tertiary,No,541,Yes,No,Cellular,8,1900-05-01,98,1,-1,0,Unknown,No
33,Management,Married,Tertiary,No,287,Yes,No,Cellular,15,1900-05-01,199,2,274,3,Other,No
32,Management,Married,Tertiary,No,273,Yes,Yes,Cellular,18,1900-07-01,97,3,-1,0,Unknown,No
44,Services,Divorced,Secondary,No,0,Yes,No,Unknown,4,1900-06-01,389,5,-1,0,Unknown,No
47,Unknown,Married,Unknown,No,677,No,No,Cellular,7,1900-08-01,384,1,99,4,Success,No
41,Self-Employed,Married,Primary,No,340,No,No,Unknown,6,1900-06-01,37,3,-1,0,Unknown,No
54,Technician,Married,Tertiary,No,98,No,No,Cellular,8,1900-08-01,420,4,-1,0,Unknown,No
47,Technician,Divorced,Tertiary,No,477,Yes,No,Telephone,7,1900-05-01,973,1,366,1,Failure,No
32,Management,Single,Tertiary,No,2629,No,No,Cellular,28,1900-08-01,77,4,-1,0,Unknown,No
59,Housemaid,Married,Tertiary,No,0,No,Yes,Cellular,29,1900-07-01,376,2,-1,0,Unknown,No
29,Technician,Single,Tertiary,No,2325,No,No,Cellular,2,1900-02-01,125,1,-1,0,Unknown,Yes
48,Services,Married,Secondary,Yes,-20,No,No,Cellular,20,1900-08-01,142,2,-1,0,Unknown,No
32,Technician,Single,Secondary,No,230,Yes,No,Cellular,18,1900-05-01,442,1,266,8,Failure,Yes
46,Management,Divorced,Secondary,No,-852,No,Yes,Cellular,29,1900-08-01,728,2,-1,0,Unknown,No
31,Blue-Collar,Single,Primary,No,-280,No,No,Unknown,21,1900-05-01,281,3,-1,0,Unknown,No
53,Blue-Collar,Married,Secondary,No,25,No,No,Cellular,22,1900-08-01,528,2,-1,0,Unknown,Yes
34,Technician,Single,Tertiary,No,9851,Yes,No,Cellular,20,1900-11-01,128,5,-1,0,Unknown,No
48,Services,Single,Unknown,No,5095,Yes,No,Unknown,16,1900-06-01,71,1,-1,0,Unknown,No
32,Technician,Married,Secondary,No,687,No,No,Cellular,20,1900-08-01,161,4,-1,0,Unknown,No
31,Management,Married,Secondary,No,1368,Yes,No,Cellular,12,1900-08-01,129,4,-1,0,Unknown,No
27,Blue-Collar,Single,Primary,No,-179,Yes,No,Cellular,15,1900-05-01,54,2,-1,0,Unknown,No
60,Admin.,Married,Secondary,No,-396,Yes,No,Cellular,11,1900-05-01,443,1,350,1,Failure,No
34,Blue-Collar,Single,Tertiary,No,1011,Yes,No,Unknown,6,1900-05-01,136,1,-1,0,Unknown,No
52,Self-Employed,Married,Secondary,No,9,No,Yes,Unknown,6,1900-06-01,44,1,-1,0,Unknown,No
48,Blue-Collar,Married,Secondary,No,1159,Yes,Yes,Cellular,15,1900-05-01,1181,9,-1,0,Unknown,No
45,Technician,Married,Primary,No,-322,No,No,Unknown,9,1900-06-01,225,2,-1,0,Unknown,No
54,Technician,Divorced,Secondary,No,1114,Yes,No,Cellular,30,1900-01-01,81,1,-1,0,Unknown,No
52,Services,Married,Secondary,No,2072,No,No,Cellular,10,1900-07-01,224,1,-1,0,Unknown,No
47,Entrepreneur,Married,Tertiary,No,459,Yes,No,Cellular,29,1900-07-01,189,4,-1,0,Unknown,No
54,Unknown,Married,Secondary,No,1157,No,No,Cellular,26,1900-05-01,98,2,-1,0,Unknown,No
34,Blue-Collar,Married,Secondary,No,8309,Yes,Yes,Cellular,19,1900-11-01,50,1,-1,0,Unknown,No
39,Technician,Single,Tertiary,No,1043,No,No,Cellular,18,1900-08-01,195,10,-1,0,Unknown,No
46,Technician,Married,Secondary,No,2098,No,No,Cellular,7,1900-08-01,110,2,-1,0,Unknown,No
26,Unemployed,Single,Secondary,No,461,No,No,Cellular,28,1900-01-01,214,1,-1,0,Unknown,No
37,Technician,Single,Secondary,No,61,Yes,No,Unknown,19,1900-05-01,182,8,-1,0,Unknown,No
47,Blue-Collar,Married,Secondary,No,1203,Yes,No,Cellular,17,1900-04-01,239,2,-1,0,Unknown,No
35,Technician,Married,Secondary,No,1067,No,Yes,Cellular,12,1900-08-01,179,6,-1,0,Unknown,No
57,Unemployed,Married,Primary,No,0,No,No,Unknown,9,1900-06-01,540,1,-1,0,Unknown,No
34,Management,Married,Tertiary,No,1657,Yes,No,Cellular,18,1900-05-01,566,2,356,4,Failure,No
47,Technician,Married,Secondary,No,1219,No,No,Cellular,18,1900-08-01,697,4,-1,0,Unknown,Yes
27,Technician,Married,Secondary,No,7,Yes,No,Unknown,15,1900-05-01,98,2,-1,0,Unknown,No
40,Blue-Collar,Married,Secondary,No,-839,Yes,Yes,Cellular,16,1900-07-01,1018,2,-1,0,Unknown,Yes
39,Technician,Married,Secondary,No,994,No,No,Cellular,5,1900-02-01,221,1,241,1,Failure,No
36,Entrepreneur,Married,Tertiary,No,6,No,No,Telephone,30,1900-10-01,246,1,-1,0,Unknown,No
42,Technician,Single,Secondary,No,0,No,No,Cellular,21,1900-08-01,656,2,-1,0,Unknown,No
23,Blue-Collar,Single,Primary,No,8627,Yes,No,Unknown,3,1900-06-01,281,1,-1,0,Unknown,No
34,Management,Married,Tertiary,No,133,Yes,No,Unknown,8,1900-05-01,65,1,-1,0,Unknown,No
34,Blue-Collar,Married,Secondary,No,247,Yes,Yes,Unknown,26,1900-05-01,193,5,-1,0,Unknown,No
49,Services,Married,Secondary,No,1114,No,No,Cellular,17,1900-11-01,283,1,-1,0,Unknown,No
57,Blue-Collar,Married,Primary,No,1592,No,Yes,Unknown,20,1900-06-01,78,4,-1,0,Unknown,No
59,Retired,Married,Unknown,No,0,No,No,Unknown,8,1900-05-01,425,6,-1,0,Unknown,No
57,Admin.,Married,Tertiary,No,46,No,No,Cellular,7,1900-08-01,238,2,-1,0,Unknown,No
34,Blue-Collar,Married,Secondary,No,1221,Yes,No,Cellular,6,1900-05-01,182,1,90,8,Failure,No
61,Management,Married,Secondary,No,985,No,No,Cellular,18,1900-08-01,998,6,-1,0,Unknown,Yes
35,Blue-Collar,Divorced,Secondary,No,0,Yes,No,Unknown,8,1900-05-01,477,1,-1,0,Unknown,No
42,Management,Married,Tertiary,No,520,No,No,Cellular,4,1900-11-01,158,1,-1,0,Unknown,No
57,Services,Married,Tertiary,No,10,No,No,Telephone,8,1900-07-01,320,3,-1,0,Unknown,No
42,Blue-Collar,Married,Secondary,No,2157,Yes,No,Cellular,13,1900-05-01,149,1,364,2,Failure,No
53,Retired,Married,Secondary,No,6095,Yes,Yes,Cellular,14,1900-05-01,410,5,-1,0,Unknown,No
63,Retired,Married,Tertiary,No,133,Yes,No,Cellular,13,1900-02-01,104,2,-1,0,Unknown,No
47,Self-Employed,Married,Secondary,No,1121,No,No,Unknown,20,1900-06-01,454,6,-1,0,Unknown,No
54,Services,Married,Secondary,No,88,Yes,No,Unknown,13,1900-05-01,190,1,-1,0,Unknown,No
45,Admin.,Married,Secondary,No,0,No,No,Cellular,19,1900-08-01,145,10,-1,0,Unknown,No
28,Management,Single,Tertiary,No,-328,Yes,No,Telephone,2,1900-02-01,318,2,-1,0,Unknown,No
58,Unemployed,Married,Secondary,No,610,Yes,No,Telephone,29,1900-07-01,246,2,-1,0,Unknown,No
48,Management,Single,Tertiary,No,414,No,No,Cellular,21,1900-07-01,761,2,-1,0,Unknown,No
35,Management,Divorced,Tertiary,No,0,Yes,No,Telephone,29,1900-10-01,171,1,-1,0,Unknown,Yes
37,Self-Employed,Married,Tertiary,No,0,No,No,Unknown,6,1900-06-01,143,1,-1,0,Unknown,No
37,Blue-Collar,Married,Secondary,No,685,Yes,No,Unknown,6,1900-06-01,968,1,-1,0,Unknown,No
37,Management,Married,Primary,No,22856,No,No,Cellular,2,1900-07-01,154,1,388,1,Failure,No
25,Services,Single,Secondary,No,-352,No,No,Cellular,15,1900-07-01,246,1,-1,0,Unknown,No
58,Blue-Collar,Married,Secondary,No,602,Yes,No,Cellular,13,1900-05-01,201,1,-1,0,Unknown,No
