Date,Time,StoreID,Location,Product,Quantity,UnitPrice,PaymentType,TransactionID,Cashier,StoreManager,TimeOfDay,DayOfWeek,TotalPrice
2025-04-08,17:49,S4,Store B,Phone,8,314.73,,Tx300486,C3,Liam,Evening,Tuesday,2517.84
2024-11-18,17:46,S10,Store D,Tablet,10,293.24,,Tx300487,C3,Mia,Evening,Monday,2932.4
2025-04-04,10:07,S7,Store C,Printer,3,399.19,,Tx300488,C2,Noah,Morning,Friday,1197.57
2023-12-27,11:12,S8,Store D,Chair,10,391.43,,Tx300489,C5,Olivia,Morning,Wednesday,3914.3
2023-05-29,10:32,S7,Store D,Desk,6,137.45,,Tx300490,C2,Noah,Morning,Monday,824.6999999999999
2023-05-05,12:33,S2,Store D,Printer,1,132.06,,Tx300491,C5,Olivia,Afternoon,Friday,132.06
2024-11-23,12:01,S1,Store A,Phone,4,82.18,,Tx300492,C1,Mia,Afternoon,Saturday,328.72
2025-06-07,19:43,S3,Store B,Monitor,10,382.95,,Tx300493,C1,Olivia,Evening,Saturday,3829.5
2025-04-10,14:19,S9,Store D,Chair,7,373.69,,Tx300494,C1,Noah,Afternoon,Thursday,2615.83
2023-03-22,11:07,S4,Store B,Desk,5,394.28,,Tx300495,C3,Liam,Morning,Wednesday,1971.4
2023-01-05,21:13,S8,Store D,Printer,4,13.69,,Tx300496,C1,Olivia,Evening,Thursday,54.76
2024-04-02,20:17,S2,Store B,Phone,9,232.17,,Tx300497,C5,Mia,Evening,Tuesday,2089.53
2024-10-24,10:41,S1,Store D,Chair,3,218.33,,Tx300498,C2,Mia,Morning,Thursday,654.99
2024-01-15,20:13,S1,Store D,Phone,5,236.66,,Tx300499,C5,Olivia,Evening,Monday,1183.3
2023-04-22,18:38,S7,Store B,Laptop,1,19.88,,Tx300500,C5,Olivia,Evening,Saturday,19.88
2024-05-25,11:05,S1,Store C,Tablet,5,12.84,,Tx300501,C4,Mia,Morning,Saturday,64.2
2023-01-27,18:40,S8,Store A,Chair,9,113.9,,Tx300502,C3,Noah,Evening,Friday,1025.1
2025-03-05,17:07,S6,Store C,Tablet,10,313.01,,Tx300503,C2,Mia,Evening,Wednesday,3130.1
2024-09-18,9:20,S9,Store A,Desk,3,276.79,,Tx300504,C3,Mia,Morning,Wednesday,830.3700000000001
2024-02-15,9:41,S8,Store A,Monitor,4,385.05,,Tx300505,C2,Mia,Morning,Thursday,1540.2
2023-05-23,20:49,S9,Store B,Tablet,4,56.43,,Tx300506,C4,Olivia,Evening,Tuesday,225.72
2024-06-29,13:10,S6,Store D,Tablet,9,127.4,,Tx300507,C1,Liam,Afternoon,Saturday,1146.6
2024-07-29,9:44,S9,Store D,Phone,2,106.96,,Tx300508,C2,Noah,Morning,Monday,213.92
2024-11-08,17:45,S8,Store C,Tablet,5,140.99,,Tx300509,C2,Noah,Evening,Friday,704.95
2024-10-05,19:02,S2,Store B,Phone,3,54.47,,Tx300510,C4,Olivia,Evening,Saturday,163.41
2023-11-30,18:11,S3,Store D,Printer,7,274.8,,Tx300511,C4,Mia,Evening,Thursday,1923.6
2024-06-01,20:10,S1,Store C,Phone,1,87.7,,Tx300512,C5,Mia,Evening,Saturday,87.7
2024-02-06,19:53,S8,Store C,Monitor,7,141.83,,Tx300513,C2,Liam,Evening,Tuesday,992.8100000000001
2024-11-06,18:32,S6,Store A,Chair,5,185.4,,Tx300514,C4,Noah,Evening,Wednesday,927.0
2024-11-04,17:53,S2,Store D,Desk,8,285.94,,Tx300515,C5,Olivia,Evening,Monday,2287.52
2025-06-13,17:14,S7,Store C,Phone,5,254.62,,Tx300516,C5,Liam,Evening,Friday,1273.1
2023-06-21,17:53,S7,Store C,Printer,7,269.37,,Tx300517,C3,Mia,Evening,Wednesday,1885.59
2023-12-19,15:44,S8,Store A,Chair,1,318.93,,Tx300518,C1,Noah,Afternoon,Tuesday,318.93
2023-01-21,12:06,S2,Store C,Chair,2,329.82,,Tx300519,C3,Liam,Afternoon,Saturday,659.64
2023-05-03,12:04,S1,Store C,Printer,8,359.55,,Tx300520,C2,Liam,Afternoon,Wednesday,2876.4
2024-04-03,10:09,S9,Store A,Phone,5,366.17,,Tx300521,C5,Noah,Morning,Wednesday,1830.85
2024-11-17,11:15,S3,Store D,Chair,9,303.78,,Tx300522,C2,Mia,Morning,Sunday,2734.02
2023-10-07,14:43,S2,Store D,Printer,2,124.07,,Tx300523,C5,Liam,Afternoon,Saturday,248.14
2023-05-13,15:58,S3,Store D,Tablet,6,301.1,,Tx300524,C5,Olivia,Afternoon,Saturday,1806.6
2024-07-06,12:57,S8,Store C,Printer,4,92.68,,Tx300525,C1,Liam,Afternoon,Saturday,370.72
2024-06-15,17:00,S6,Store D,Monitor,3,212.07,,Tx300526,C4,Olivia,Evening,Saturday,636.21
2024-08-18,19:29,S2,Store D,Tablet,4,363.77,,Tx300527,C1,Liam,Evening,Sunday,1455.08
2024-07-25,19:51,S1,Store B,Phone,3,202.35,,Tx300528,C1,Liam,Evening,Thursday,607.05
2025-05-31,21:06,S4,Store D,Phone,8,24.61,,Tx300529,C5,Liam,Evening,Saturday,196.88
2023-12-13,13:36,S7,Store B,Chair,5,290.4,,Tx300530,C1,Olivia,Afternoon,Wednesday,1452.0
2023-04-06,20:28,S4,Store B,Laptop,6,167.17,,Tx300531,C1,Mia,Evening,Thursday,1003.02
2023-12-28,17:13,S10,Store D,Chair,10,203.5,,Tx300532,C4,Noah,Evening,Thursday,2035.0
2023-08-26,12:18,S7,Store A,Tablet,6,32.59,,Tx300533,C2,Liam,Afternoon,Saturday,195.54
2024-12-14,12:10,S8,Store B,Phone,10,106.79,,Tx300534,C3,Noah,Afternoon,Saturday,1067.9
2025-02-10,19:20,S2,Store C,Phone,6,61.68,,Tx300535,C4,Liam,Evening,Monday,370.08
2023-11-01,11:56,S8,Store B,Tablet,2,299.49,,Tx300536,C2,Liam,Morning,Wednesday,598.98
2025-05-27,13:11,S3,Store D,Tablet,1,397.26,,Tx300537,C5,Mia,Afternoon,Tuesday,397.26
2024-02-26,16:07,S9,Store D,Tablet,3,235.19,,Tx300538,C5,Liam,Afternoon,Monday,705.5699999999999
2024-02-20,12:01,S10,Store A,Printer,8,327.76,,Tx300539,C2,Liam,Afternoon,Tuesday,2622.08
2025-01-21,18:39,S9,Store A,Printer,1,148.44,,Tx300540,C5,Noah,Evening,Tuesday,148.44
2024-02-09,19:53,S7,Store B,Phone,3,9.05,,Tx300541,C3,Mia,Evening,Friday,27.15
2023-02-25,20:41,S3,Store C,Laptop,6,308.28,,Tx300542,C5,Mia,Evening,Saturday,1849.68
2023-02-21,20:47,S7,Store B,Phone,10,358.38,,Tx300543,C2,Liam,Evening,Tuesday,3583.8
2024-07-08,12:40,S7,Store C,Printer,4,268.16,,Tx300544,C1,Liam,Afternoon,Monday,1072.64
2024-06-23,16:20,S10,Store D,Desk,4,157.13,,Tx300545,C1,Mia,Afternoon,Sunday,628.52
2025-06-05,18:57,S1,Store B,Monitor,6,277.18,,Tx300546,C1,Olivia,Evening,Thursday,1663.08
2023-04-30,16:05,S4,Store A,Monitor,7,306.58,,Tx300547,C4,Olivia,Afternoon,Sunday,2146.06
2025-01-15,14:13,S3,Store B,Printer,7,147.0,,Tx300548,C4,Liam,Afternoon,Wednesday,1029.0
2023-04-24,14:29,S1,Store A,Phone,2,214.89,,Tx300549,C3,Mia,Afternoon,Monday,429.78
2023-08-23,21:43,S6,Store A,Printer,7,261.86,,Tx300550,C1,Noah,Evening,Wednesday,1833.02
2024-05-23,15:26,S4,Store B,Printer,8,46.17,,Tx300551,C4,Liam,Afternoon,Thursday,369.36
2025-04-25,17:25,S8,Store B,Chair,10,32.12,,Tx300552,C1,Noah,Evening,Friday,321.2
2023-03-23,9:21,S5,Store D,Chair,9,323.48,,Tx300553,C4,Noah,Morning,Thursday,2911.32
2023-08-10,10:20,S2,Store A,Phone,9,342.44,,Tx300554,C1,Liam,Morning,Thursday,3081.96
2025-05-24,13:18,S9,Store A,Phone,7,387.3,,Tx300555,C3,Noah,Afternoon,Saturday,2711.1
2025-06-20,9:21,S2,Store D,Monitor,6,390.14,,Tx300556,C3,Olivia,Morning,Friday,2340.84
2023-12-20,20:58,S5,Store A,Printer,10,269.86,,Tx300557,C4,Noah,Evening,Wednesday,2698.6
2023-04-19,9:39,S3,Store B,Phone,2,66.95,,Tx300558,C3,Mia,Morning,Wednesday,133.9
2024-09-03,20:23,S9,Store B,Monitor,5,227.11,,Tx300559,C2,Olivia,Evening,Tuesday,1135.55
2023-01-02,19:18,S7,Store B,Monitor,9,244.52,,Tx300560,C3,Liam,Evening,Monday,2200.68
2024-12-10,9:10,S5,Store D,Phone,1,247.71,,Tx300561,C5,Liam,Morning,Tuesday,247.71
2023-03-02,12:04,S4,Store B,Printer,1,169.87,,Tx300562,C4,Noah,Afternoon,Thursday,169.87
2024-05-12,21:45,S6,Store B,Chair,8,95.79,,Tx300563,C4,Liam,Evening,Sunday,766.32
2024-07-03,11:29,S1,Store B,Printer,5,73.0,,Tx300564,C5,Olivia,Morning,Wednesday,365.0
2025-01-29,10:18,S10,Store C,Laptop,3,69.33,,Tx300565,C3,Liam,Morning,Wednesday,207.99
2023-04-04,19:20,S6,Store C,Desk,3,141.98,,Tx300566,C2,Olivia,Evening,Tuesday,425.9399999999999
2024-12-27,11:33,S5,Store C,Printer,6,254.72,,Tx300567,C5,Mia,Morning,Friday,1528.32
2023-09-22,15:07,S4,Store C,Monitor,9,166.32,,Tx300568,C4,Noah,Afternoon,Friday,1496.88
2023-04-28,13:37,S1,Store D,Printer,5,217.67,,Tx300569,C1,Olivia,Afternoon,Friday,1088.35
2023-06-01,18:39,S8,Store A,Printer,5,197.52,,Tx300570,C4,Olivia,Evening,Thursday,987.6
2023-02-17,10:10,S7,Store C,Monitor,3,336.99,,Tx300571,C3,Mia,Morning,Friday,1010.97
2023-06-15,16:18,S8,Store B,Phone,8,61.24,,Tx300572,C3,Noah,Afternoon,Thursday,489.92
2023-06-20,15:57,S5,Store B,Desk,7,227.58,,Tx300573,C5,Olivia,Afternoon,Tuesday,1593.06
2024-10-28,15:04,S2,Store C,Tablet,9,326.93,,Tx300574,C3,Noah,Afternoon,Monday,2942.37
2023-12-19,14:23,S2,Store A,Chair,10,171.08,,Tx300575,C5,Noah,Afternoon,Tuesday,1710.8
2025-05-03,20:41,S3,Store C,Printer,3,384.42,,Tx300576,C1,Mia,Evening,Saturday,1153.26
2024-06-15,15:23,S4,Store D,Tablet,4,252.82,,Tx300577,C1,Olivia,Afternoon,Saturday,1011.28
2024-08-02,19:29,S4,Store A,Laptop,2,316.96,,Tx300578,C1,Liam,Evening,Friday,633.92
2023-04-14,17:18,S6,Store B,Tablet,6,38.64,,Tx300579,C3,Liam,Evening,Friday,231.84
2024-09-25,20:30,S5,Store D,Desk,2,143.61,,Tx300580,C4,Olivia,Evening,Wednesday,287.22
2024-12-16,17:08,S8,Store B,Chair,3,95.32,,Tx300581,C5,Noah,Evening,Monday,285.96
2024-06-08,13:55,S10,Store D,Desk,1,149.71,,Tx300582,C3,Mia,Afternoon,Saturday,149.71
2024-01-13,9:26,S3,Store C,Phone,9,108.95,,Tx300583,C2,Olivia,Morning,Saturday,980.5500000000001
2024-11-01,15:35,S8,Store C,Monitor,7,313.77,,Tx300584,C5,Liam,Afternoon,Friday,2196.39
2023-07-04,17:20,S3,Store C,Laptop,5,170.54,,Tx300585,C1,Olivia,Evening,Tuesday,852.6999999999999
2023-04-07,12:25,S6,Store D,Monitor,4,69.93,,Tx300586,C3,Mia,Afternoon,Friday,279.72
2023-09-15,19:47,S2,Store C,Chair,10,150.51,,Tx300587,C3,Olivia,Evening,Friday,1505.1
2024-05-09,21:00,S1,Store C,Tablet,6,373.91,,Tx300588,C3,Olivia,Evening,Thursday,2243.46
2023-03-03,13:01,S10,Store D,Phone,6,321.2,,Tx300589,C3,Olivia,Afternoon,Friday,1927.2
2023-08-27,10:06,S9,Store D,Chair,1,144.03,,Tx300590,C3,Noah,Morning,Sunday,144.03
2024-05-14,9:44,S8,Store C,Desk,9,109.9,,Tx300591,C1,Noah,Morning,Tuesday,989.1
2023-07-07,13:08,S9,Store D,Laptop,2,360.57,,Tx300592,C5,Mia,Afternoon,Friday,721.14
2023-12-05,20:00,S7,Store C,Printer,3,271.89,,Tx300593,C5,Olivia,Evening,Tuesday,815.67
2024-05-24,21:29,S5,Store A,Tablet,7,306.42,,Tx300594,C4,Olivia,Evening,Friday,2144.94
2023-10-13,20:39,S9,Store C,Laptop,4,218.66,,Tx300595,C5,Liam,Evening,Friday,874.64
2024-09-26,14:12,S3,Store A,Desk,7,347.24,,Tx300596,C2,Mia,Afternoon,Thursday,2430.68
2024-11-05,15:36,S4,Store D,Phone,5,273.04,,Tx300597,C3,Noah,Afternoon,Tuesday,1365.2
2023-03-08,21:35,S2,Store D,Printer,1,119.82,,Tx300598,C3,Noah,Evening,Wednesday,119.82
2023-10-31,12:46,S3,Store B,Phone,7,126.74,,Tx300599,C2,Mia,Afternoon,Tuesday,887.18
2025-02-24,9:12,S6,Store C,Monitor,9,117.55,,Tx300600,C1,Olivia,Morning,Monday,1057.95
2024-09-10,20:03,S8,Store C,Printer,8,98.91,,Tx300601,C5,Liam,Evening,Tuesday,791.28
2023-12-02,20:01,S3,Store D,Phone,8,79.76,,Tx300602,C5,Mia,Evening,Saturday,638.08
2023-10-21,16:12,S6,Store A,Laptop,7,190.63,,Tx300603,C4,Mia,Afternoon,Saturday,1334.41
2024-12-20,18:56,S7,Store B,Desk,3,345.32,,Tx300604,C4,Noah,Evening,Friday,1035.96
2023-07-15,14:53,S1,Store A,Printer,9,262.77,,Tx300605,C4,Olivia,Afternoon,Saturday,2364.93
2023-03-17,10:44,S7,Store B,Tablet,3,258.06,,Tx300606,C1,Mia,Morning,Friday,774.1800000000001
2025-06-03,16:38,S7,Store A,Tablet,6,191.08,,Tx300607,C4,Olivia,Afternoon,Tuesday,1146.48
2025-01-20,19:32,S6,Store A,Laptop,6,29.62,,Tx300608,C2,Mia,Evening,Monday,177.72
2023-03-27,19:00,S6,Store B,Desk,6,65.26,,Tx300609,C1,Mia,Evening,Monday,391.5600000000001
2023-11-16,10:39,S9,Store B,Chair,4,158.44,,Tx300610,C3,Olivia,Morning,Thursday,633.76
2024-04-08,13:07,S8,Store D,Laptop,1,112.51,,Tx300611,C5,Mia,Afternoon,Monday,112.51
2023-03-28,13:45,S1,Store B,Phone,6,345.56,,Tx300612,C1,Liam,Afternoon,Tuesday,2073.36
2025-01-09,10:47,S1,Store C,Desk,5,14.99,,Tx300613,C2,Liam,Morning,Thursday,74.95
2025-04-10,14:15,S3,Store A,Phone,5,337.03,,Tx300614,C5,Mia,Afternoon,Thursday,1685.15
2025-05-02,9:24,S1,Store C,Desk,9,368.69,,Tx300615,C2,Olivia,Morning,Friday,3318.21
2025-02-18,18:15,S9,Store A,Monitor,3,252.16,,Tx300616,C3,Noah,Evening,Tuesday,756.48
2023-01-22,17:16,S6,Store C,Phone,2,106.93,,Tx300617,C2,Mia,Evening,Sunday,213.86
2025-05-10,18:55,S5,Store A,Desk,9,261.4,,Tx300618,C1,Mia,Evening,Saturday,2352.6
2024-03-19,21:51,S5,Store A,Desk,1,241.46,,Tx300619,C5,Noah,Evening,Tuesday,241.46
2024-06-27,19:29,S1,Store D,Printer,5,295.78,,Tx300620,C3,Olivia,Evening,Thursday,1478.9
2024-09-09,14:14,S2,Store D,Chair,3,156.02,,Tx300621,C5,Olivia,Afternoon,Monday,468.0600000000001
2025-02-14,18:39,S3,Store B,Tablet,3,150.62,,Tx300622,C4,Mia,Evening,Friday,451.86
2025-03-31,12:10,S5,Store A,Phone,2,53.91,,Tx300623,C4,Mia,Afternoon,Monday,107.82
2025-05-16,17:26,S4,Store A,Tablet,3,291.25,,Tx300624,C3,Liam,Evening,Friday,873.75
2024-10-10,14:46,S3,Store D,Monitor,3,233.52,,Tx300625,C5,Noah,Afternoon,Thursday,700.5600000000001
2025-05-07,12:33,S6,Store C,Monitor,6,28.45,,Tx300626,C5,Liam,Afternoon,Wednesday,170.7
2024-08-16,17:37,S4,Store D,Phone,1,273.41,,Tx300627,C3,Noah,Evening,Friday,273.41
2024-08-20,17:59,S7,Store A,Phone,2,332.57,,Tx300628,C4,Mia,Evening,Tuesday,665.14
2025-04-07,12:36,S4,Store C,Phone,2,349.79,,Tx300629,C3,Noah,Afternoon,Monday,699.58
2023-06-08,19:17,S9,Store B,Tablet,5,295.37,,Tx300630,C3,Olivia,Evening,Thursday,1476.85
2024-05-21,16:58,S9,Store C,Chair,4,244.5,,Tx300631,C4,Mia,Afternoon,Tuesday,978.0
2023-09-06,12:33,S7,Store D,Phone,9,297.74,,Tx300632,C3,Noah,Afternoon,Wednesday,2679.66
2024-11-09,11:33,S4,Store C,Desk,7,139.29,,Tx300633,C5,Mia,Morning,Saturday,975.03
2023-08-09,11:30,S3,Store D,Tablet,6,250.53,,Tx300634,C2,Noah,Morning,Wednesday,1503.18
2023-10-11,21:11,S2,Store B,Phone,9,356.81,,Tx300635,C4,Mia,Evening,Wednesday,3211.29
2024-03-10,21:49,S3,Store A,Monitor,5,49.06,,Tx300636,C2,Mia,Evening,Sunday,245.3
2023-05-03,12:49,S2,Store D,Laptop,6,39.08,,Tx300637,C2,Liam,Afternoon,Wednesday,234.48
2023-04-10,21:23,S4,Store B,Desk,7,361.06,,Tx300638,C1,Mia,Evening,Monday,2527.42
2023-08-24,15:31,S1,Store C,Chair,1,53.88,,Tx300639,C2,Olivia,Afternoon,Thursday,53.88
2023-11-08,21:34,S1,Store B,Phone,2,17.75,,Tx300640,C1,Mia,Evening,Wednesday,35.5
2024-02-09,14:48,S8,Store A,Desk,8,227.35,,Tx300641,C4,Liam,Afternoon,Friday,1818.8
2023-08-26,21:33,S6,Store A,Chair,4,290.28,,Tx300642,C4,Liam,Evening,Saturday,1161.12
2024-12-01,9:45,S8,Store C,Chair,9,316.55,,Tx300643,C5,Olivia,Morning,Sunday,2848.95
2024-06-12,19:06,S1,Store C,Laptop,9,399.7,,Tx300644,C3,Mia,Evening,Wednesday,3597.3
2023-11-23,21:03,S6,Store C,Monitor,10,222.31,,Tx300645,C1,Liam,Evening,Thursday,2223.1
2024-06-23,11:09,S3,Store A,Printer,7,101.97,,Tx300646,C4,Noah,Morning,Sunday,713.79
2023-09-12,12:32,S5,Store C,Desk,4,192.49,,Tx300647,C4,Olivia,Afternoon,Tuesday,769.96
2025-03-08,15:05,S3,Store C,Desk,9,165.08,,Tx300648,C4,Noah,Afternoon,Saturday,1485.72
2024-07-19,16:03,S6,Store B,Desk,10,163.42,,Tx300649,C1,Liam,Afternoon,Friday,1634.2
2023-11-25,16:34,S1,Store B,Monitor,10,42.28,,Tx300650,C1,Olivia,Afternoon,Saturday,422.8
2023-04-16,15:36,S10,Store C,Phone,7,43.49,,Tx300651,C5,Olivia,Afternoon,Sunday,304.43
2023-05-13,21:13,S6,Store D,Tablet,3,268.13,,Tx300652,C4,Olivia,Evening,Saturday,804.39
2023-05-28,18:41,S8,Store B,Phone,8,395.31,,Tx300653,C5,Noah,Evening,Sunday,3162.48
2023-11-13,11:34,S7,Store D,Monitor,3,40.1,,Tx300654,C2,Olivia,Morning,Monday,120.3
2023-03-04,14:20,S3,Store C,Tablet,3,246.62,,Tx300655,C4,Liam,Afternoon,Saturday,739.86
2024-07-17,20:04,S3,Store D,Tablet,3,114.5,,Tx300656,C1,Noah,Evening,Wednesday,343.5
2025-03-17,14:57,S8,Store B,Laptop,9,383.2,,Tx300657,C4,Mia,Afternoon,Monday,3448.8
2024-11-25,14:40,S1,Store C,Monitor,3,33.61,,Tx300658,C1,Olivia,Afternoon,Monday,100.83
2024-05-15,16:22,S9,Store B,Printer,3,370.5,,Tx300659,C3,Mia,Afternoon,Wednesday,1111.5
2023-01-11,21:41,S5,Store A,Chair,1,382.95,,Tx300660,C3,Liam,Evening,Wednesday,382.95
2023-09-07,21:32,S9,Store B,Tablet,8,161.58,,Tx300661,C2,Noah,Evening,Thursday,1292.64
2024-01-19,11:20,S2,Store A,Monitor,4,145.73,,Tx300662,C2,Olivia,Morning,Friday,582.92
2025-03-14,20:50,S9,Store D,Desk,2,71.38,,Tx300663,C2,Noah,Evening,Friday,142.76
2023-11-10,17:00,S3,Store A,Laptop,7,290.06,,Tx300664,C4,Olivia,Evening,Friday,2030.42
2024-12-06,10:06,S9,Store B,Laptop,8,332.94,,Tx300665,C3,Liam,Morning,Friday,2663.52
2024-12-16,18:42,S3,Store A,Monitor,9,337.8,,Tx300666,C1,Liam,Evening,Monday,3040.2
2024-08-27,14:22,S10,Store B,Phone,4,5.58,,Tx300667,C1,Mia,Afternoon,Tuesday,22.32
2024-11-22,20:57,S6,Store B,Laptop,6,345.09,,Tx300668,C4,Olivia,Evening,Friday,2070.54
2025-03-30,17:20,S8,Store C,Chair,8,320.78,,Tx300669,C2,Noah,Evening,Sunday,2566.24
2025-01-31,17:21,S4,Store D,Tablet,10,78.99,,Tx300670,C1,Liam,Evening,Friday,789.9
2025-02-27,17:11,S4,Store D,Laptop,2,224.39,,Tx300671,C4,Olivia,Evening,Thursday,448.78
2024-07-31,10:11,S7,Store D,Desk,3,235.61,,Tx300672,C3,Olivia,Morning,Wednesday,706.83
2023-10-04,20:05,S7,Store C,Monitor,2,267.91,,Tx300673,C2,Noah,Evening,Wednesday,535.82
2023-10-31,12:39,S8,Store A,Desk,4,171.93,,Tx300674,C3,Olivia,Afternoon,Tuesday,687.72
2024-11-05,9:43,S10,Store C,Monitor,9,388.94,,Tx300675,C5,Noah,Morning,Tuesday,3500.46
2024-03-31,19:10,S8,Store A,Phone,9,91.74,,Tx300676,C1,Liam,Evening,Sunday,825.66
2023-09-30,12:19,S8,Store D,Phone,10,106.41,,Tx300677,C4,Noah,Afternoon,Saturday,1064.1
2023-05-21,12:16,S1,Store C,Printer,10,246.8,,Tx300678,C2,Olivia,Afternoon,Sunday,2468.0
2023-01-06,16:37,S10,Store B,Chair,3,175.26,,Tx300679,C3,Noah,Afternoon,Friday,525.78
2023-05-05,17:34,S10,Store B,Printer,7,53.26,,Tx300680,C2,Olivia,Evening,Friday,372.82
2023-12-21,16:14,S6,Store C,Chair,9,66.07,,Tx300681,C5,Mia,Afternoon,Thursday,594.6299999999999
2025-03-03,16:36,S2,Store B,Tablet,2,238.45,,Tx300682,C1,Liam,Afternoon,Monday,476.9
2023-12-08,14:26,S3,Store C,Monitor,9,243.57,,Tx300683,C3,Liam,Afternoon,Friday,2192.13
2024-05-21,10:30,S2,Store A,Desk,2,25.64,,Tx300684,C5,Mia,Morning,Tuesday,51.28
2023-11-08,16:39,S5,Store B,Phone,3,391.04,,Tx300685,C5,Mia,Afternoon,Wednesday,1173.12
2024-09-18,10:30,S5,Store C,Monitor,7,67.72,,Tx300686,C1,Liam,Morning,Wednesday,474.04
2023-08-16,15:13,S4,Store C,Phone,6,8.4,,Tx300687,C3,Liam,Afternoon,Wednesday,50.40000000000001
2024-05-14,10:30,S5,Store B,Desk,8,300.22,,Tx300688,C3,Olivia,Morning,Tuesday,2401.76
2024-04-13,19:35,S1,Store D,Chair,4,366.65,,Tx300689,C1,Liam,Evening,Saturday,1466.6
2025-03-18,18:35,S2,Store A,Printer,5,234.05,,Tx300690,C1,Mia,Evening,Tuesday,1170.25
2025-03-26,9:30,S2,Store C,Tablet,5,261.8,,Tx300691,C2,Olivia,Morning,Wednesday,1309.0
2023-06-13,19:43,S3,Store B,Laptop,10,226.09,,Tx300692,C2,Mia,Evening,Tuesday,2260.9
2023-08-23,11:38,S1,Store B,Desk,5,217.01,,Tx300693,C1,Liam,Morning,Wednesday,1085.05
2024-11-13,21:45,S8,Store B,Phone,10,281.41,,Tx300694,C1,Noah,Evening,Wednesday,2814.1
2025-06-04,18:56,S7,Store B,Laptop,8,38.15,,Tx300695,C1,Noah,Evening,Wednesday,305.2
2024-12-24,21:18,S5,Store C,Desk,5,331.54,,Tx300696,C5,Liam,Evening,Tuesday,1657.7
2023-09-02,14:27,S9,Store C,Laptop,3,132.49,,Tx300697,C2,Noah,Afternoon,Saturday,397.47
2025-06-25,19:11,S9,Store A,Monitor,7,279.23,,Tx300698,C5,Olivia,Evening,Wednesday,1954.61
2025-05-12,16:13,S8,Store A,Chair,1,236.07,,Tx300699,C5,Liam,Afternoon,Monday,236.07
2024-10-13,17:37,S5,Store B,Laptop,8,21.25,,Tx300700,C2,Noah,Evening,Sunday,170.0
2023-10-03,12:08,S8,Store D,Desk,1,292.38,,Tx300701,C5,Olivia,Afternoon,Tuesday,292.38
2024-11-09,13:00,S10,Store C,Laptop,8,23.0,,Tx300702,C5,Liam,Afternoon,Saturday,184.0
2023-12-01,15:10,S10,Store D,Laptop,4,225.6,,Tx300703,C2,Liam,Afternoon,Friday,902.4
2024-08-27,14:13,S7,Store A,Laptop,8,80.72,,Tx300704,C2,Olivia,Afternoon,Tuesday,645.76
2023-09-09,21:56,S7,Store B,Phone,2,55.38,,Tx300705,C1,Mia,Evening,Saturday,110.76
2023-05-08,11:03,S7,Store C,Chair,10,10.74,,Tx300706,C1,Olivia,Morning,Monday,107.4
2025-03-27,19:24,S2,Store A,Laptop,9,246.98,,Tx300707,C2,Olivia,Evening,Thursday,2222.82
2023-01-02,9:43,S7,Store D,Desk,2,213.68,,Tx300708,C4,Mia,Morning,Monday,427.36
2024-07-30,11:35,S2,Store C,Chair,5,47.76,,Tx300709,C3,Olivia,Morning,Tuesday,238.8
2025-02-06,15:45,S10,Store D,Printer,8,280.6,,Tx300710,C1,Mia,Afternoon,Thursday,2244.8
2025-01-22,19:26,S2,Store D,Chair,1,371.87,,Tx300711,C1,Liam,Evening,Wednesday,371.87
2025-02-16,17:11,S7,Store B,Tablet,2,23.18,,Tx300712,C2,Noah,Evening,Sunday,46.36
2024-11-01,18:14,S2,Store C,Laptop,8,358.62,,Tx300713,C1,Olivia,Evening,Friday,2868.96
2024-09-09,17:01,S8,Store B,Printer,10,237.2,,Tx300714,C4,Liam,Evening,Monday,2372.0
2023-09-02,14:45,S5,Store C,Monitor,1,154.01,,Tx300715,C4,Liam,Afternoon,Saturday,154.01
2023-03-07,9:39,S9,Store D,Chair,6,208.71,,Tx300716,C3,Noah,Morning,Tuesday,1252.26
2024-03-22,21:54,S10,Store A,Monitor,3,231.76,,Tx300717,C2,Olivia,Evening,Friday,695.28
2023-09-20,13:38,S3,Store B,Laptop,3,218.65,,Tx300718,C3,Liam,Afternoon,Wednesday,655.95
2023-01-01,13:29,S10,Store B,Printer,7,276.87,,Tx300719,C2,Noah,Afternoon,Sunday,1938.09
2024-11-09,18:34,S8,Store B,Phone,10,371.02,,Tx300720,C3,Noah,Evening,Saturday,3710.2
2023-11-29,20:59,S7,Store D,Printer,4,220.56,,Tx300721,C2,Olivia,Evening,Wednesday,882.24
2023-07-05,13:53,S10,Store C,Tablet,4,200.98,,Tx300722,C4,Olivia,Afternoon,Wednesday,803.92
2023-07-27,16:04,S9,Store A,Monitor,5,15.92,,Tx300723,C4,Liam,Afternoon,Thursday,79.6
2025-02-10,12:04,S5,Store B,Desk,7,210.33,,Tx300724,C2,Noah,Afternoon,Monday,1472.31
2024-11-03,12:09,S9,Store C,Tablet,4,183.93,,Tx300725,C1,Noah,Afternoon,Sunday,735.72
2023-01-31,21:42,S6,Store A,Monitor,6,17.48,,Tx300726,C5,Mia,Evening,Tuesday,104.88
2024-06-29,17:47,S6,Store C,Tablet,9,12.77,,Tx300727,C4,Olivia,Evening,Saturday,114.93
2023-01-05,21:37,S7,Store C,Phone,1,377.2,,Tx300728,C5,Liam,Evening,Thursday,377.2
